card_number,player_name,team
MMI-MT,Mike Trout,Angels
MMI-MY,Masataka Yoshida,Boston Red Sox
MMI-NH,Nico Hoerner,Chicago Cubs
MMI-NJ,Nolan Jones,Colorado Rockies
MMI-NS,Nolan Schanuel,Angels
MMI-OA,Ozzie Albies,Atlanta Braves
MMI-PC,Pete Crow-Armstrong,Chicago Cubs
MMI-PF,Prince Fielder,Detroit Tigers
MMI-PR,Pete Rose,Cincinnati Reds
MMI-RA,Ronald Acuña Jr.,Atlanta Braves
MMI-RD,Rafael Devers,Boston Red Sox
MMI-RG,Riley Greene,Detroit Tigers
MMI-RM,Ryan Mountcastle,Baltimore Orioles
MMI-SA,Sandy Alcantara,Miami Marlins
MMI-SB,Shane Bieber,Cleveland Guardians
MMI-SF,Sal Frelick,Milwaukee Brewers
MMI-SI,Shota Imanaga,Chicago Cubs
MMI-SK,Steven Kwan,Cleveland Guardians
MMI-SL,Shea Langeliers,Athletics
MMI-SP,Salvador Perez,Kansas City Royals
MMI-SS,Spencer Strider,Atlanta Braves
MMI-SST,Spencer Steer,Cincinnati Reds
MMI-SSU,Seiya Suzuki,Chicago Cubs
MMI-ST,Spencer Torkelson,Detroit Tigers
MMI-TC,Triston Casas,Boston Red Sox
MMI-TH,Teoscar Hernández,Los Angeles Dodgers
MMI-TS,Trevor Story,Boston Red Sox
MMI-TSK,Tarik Skubal,Detroit Tigers
MMI-WC,William Contreras,Milwaukee Brewers
MMI-WS,Will Smith,Los Angeles Dodgers
MMI-YA,Yordan Alvarez,Houston Astros
MMI-ZG,Zack Gelof,Athletics
MMI-ZN,Zach Neto,Angels
MMII-AB,Alec Bohm,Philadelphia Phillies
MMII-ABU,Alec Burleson,St. Louis Cardinals
MMII-AG,Adolis García,Texas Rangers
MMII-AJ,Aaron Judge,New York Yankees
MMII-AM,Andrew McCutchen,Pittsburgh Pirates
MMII-AN,Aaron Nola,Philadelphia Phillies
MMII-AP,Andy Pettitte,New York Yankees
MMII-AR,Alex Rodriguez,New York Yankees
MMII-ARI,Anthony Rizzo,New York Yankees
MMII-AV,Anthony Volpe,New York Yankees
MMII-AW,Austin Wells,New York Yankees
MMII-BB,Byron Buxton,Minnesota Twins
MMII-BBI,Bo Bichette,Toronto Blue Jays
MMII-BH,Bryce Harper,Philadelphia Phillies
MMII-BL,Brandon Lowe,Tampa Bay Rays
MMII-BN,Brandon Nimmo,New York Mets
MMII-BP,Buster Posey,San Francisco Giants
MMII-BR,Bryan Reynolds,Pittsburgh Pirates
MMII-BS,Bryson Stott,Philadelphia Phillies
MMII-BSE,Blake Snell,San Diego Padres
MMII-BSN,Blake Snell,San Francisco Giants
MMII-CA,CJ Abrams,Washington Nationals
MMII-CC,Carlos Correa,Minnesota Twins
MMII-CM,Christopher Morel,Tampa Bay Rays
MMII-CR,Cal Raleigh,Seattle Mariners
MMII-CRI,Cal Ripken Jr.,Baltimore Orioles
MMII-CS,CC Sabathia,New York Yankees
MMII-CSE,Corey Seager,Texas Rangers
MMII-CU,Chase Utley,Philadelphia Phillies
MMII-DC,Dylan Cease,San Diego Padres
MMII-DCR,Dylan Crews,Washington Nationals
MMII-DJ,Derek Jeter,New York Yankees
MMII-DW,David Wright,New York Mets
MMII-EL,Evan Longoria,San Francisco Giants
MMII-FA,Francisco Alvarez,New York Mets
MMII-FL,Francisco Lindor,New York Mets
MMII-FT,Fernando Tatis Jr.,San Diego Padres
MMII-GC,Gerrit Cole,New York Yankees
MMII-GS,Giancarlo Stanton,New York Yankees
MMII-GSP,George Springer,Toronto Blue Jays
MMII-JB,José Berríos,Toronto Blue Jays
MMII-JC,Jazz Chisholm Jr.,New York Yankees
MMII-JCA,Junior Caminero,Tampa Bay Rays
MMII-JCR,Jake Cronenworth,San Diego Padres
MMII-JCW,J.P. Crawford,Seattle Mariners
MMII-JD,Jasson Domínguez,New York Yankees
MMII-JH,Jung HOO Lee,San Francisco Giants
MMII-JM,Joe Mauer,Minnesota Twins
MMII-JMA,Jackson Merrill,San Diego Padres
MMII-JMC,Jeff McNeil,New York Mets
MMII-JR,Joe Ryan,Minnesota Twins
MMII-JRE,J.T. Realmuto,Philadelphia Phillies
MMII-JRL,Jimmy Rollins,Philadelphia Phillies
MMII-JRO,Julio Rodríguez,Seattle Mariners
MMII-JSO,Juan Soto,New York Yankees
MMII-JW,James Wood,Washington Nationals
MMII-KG,Ken Griffey Jr.,Seattle Mariners
MMII-KH,Ke'Bryan Hayes,Pittsburgh Pirates
MMII-KS,Kodai Senga,New York Mets
MMII-KSC,Kyle Schwarber,Philadelphia Phillies
MMII-LA,Luis Arraez,San Diego Padres
MMII-LAR,Luis Arraez,Minnesota Twins
MMII-LC,Luis Castillo,Seattle Mariners
MMII-LG,Logan Gilbert,Seattle Mariners
MMII-LGI,Luis Gil,New York Yankees
MMII-LN,Lars Nootbaar,St. Louis Cardinals
MMII-LW,Logan Webb,San Francisco Giants
MMII-MC,Matt Chapman,San Francisco Giants
MMII-MG,MacKenzie Gore,Washington Nationals
MMII-MM,Manny Machado,San Diego Padres
MMII-MS,Marcus Semien,Texas Rangers
MMII-MSC,Max Scherzer,Texas Rangers
MMII-MST,Marcus Stroman,New York Yankees
MMII-MT,Mark Teixeira,New York Yankees
MMII-MV,Mark Vientos,New York Mets
MMII-MW,Masyn Winn,St. Louis Cardinals
MMII-MY,Mike Yastrzemski,San Francisco Giants
MMII-NA,Nolan Arenado,St. Louis Cardinals
MMII-NC,Nick Castellanos,Philadelphia Phillies
MMII-NG,Nolan Gorman,St. Louis Cardinals
MMII-OC,Oneil Cruz,Pittsburgh Pirates
MMII-PA,Pete Alonso,New York Mets
MMII-PG,Paul Goldschmidt,St. Louis Cardinals
MMII-PL,Pablo López,Minnesota Twins
MMII-PS,Paul Skenes,Pittsburgh Pirates
MMII-RA,Randy Arozarena,Seattle Mariners
MMII-RAR,Randy Arozarena,Tampa Bay Rays
MMII-RL,Royce Lewis,Minnesota Twins
MMII-SM,Shane McClanahan,Tampa Bay Rays
MMII-SMA,Starling Marte,New York Mets
MMII-SMN,Sean Manaea,New York Mets
MMII-TF,Tyler Fitzgerald,San Francisco Giants
MMII-TT,Trea Turner,Philadelphia Phillies
MMII-VG,Vladimir Guerrero Jr.,Toronto Blue Jays
MMII-WC,Willson Contreras,St. Louis Cardinals
MMII-XB,Xander Bogaerts,San Diego Padres
MMII-YD,Yu Darvish,San Diego Padres
MMII-YDI,Yandy Díaz,Tampa Bay Rays
MMII-YM,Yadier Molina,St. Louis Cardinals
MMII-ZW,Zack Wheeler,Philadelphia Phillies
JLNR-AB,Alex Bregman,Houston Astros
JLNR-ADO,Adolis García,Texas Rangers
JLNR-AJ,Aaron Judge,New York Yankees
JLNR-AJO,Andruw Jones,Atlanta Braves
JLNR-AM,Andrew McCutchen,Pittsburgh Pirates
JLNR-AP,Albert Pujols,St. Louis Cardinals
JLNR-AR,Anthony Rizzo,New York Yankees
JLNR-ARI,Austin Riley,Atlanta Braves
JLNR-AROD,Alex Rodriguez,New York Yankees
JLNR-ARU,Adley Rutschman,Baltimore Orioles
JLNR-BAG,Jeff Bagwell,Houston Astros
JLNR-BB,Bo Bichette,Toronto Blue Jays
JLNR-BELT,Adrian Beltré,Texas Rangers
JLNR-BH,Bryce Harper,Philadelphia Phillies
JLNR-BIG,Craig Biggio,Houston Astros
JLNR-BP,Buster Posey,San Francisco Giants
JLNR-BUX,Byron Buxton,Minnesota Twins
JLNR-BW,Bobby Witt Jr.,Kansas City Royals
JLNR-CBE,Cody Bellinger,New York Yankees
JLNR-CC,Carlos Correa,Minnesota Twins
JLNR-CCA,Corbin Carroll,Arizona Diamondbacks
JLNR-CHAP,Matt Chapman,San Francisco Giants
JLNR-CHO,Jackson Chourio,Milwaukee Brewers
JLNR-CJ,Chipper Jones,Atlanta Braves
JLNR-CR,Cal Ripken Jr.,Baltimore Orioles
JLNR-CS,Corey Seager,Texas Rangers
JLNR-CY,Christian Yelich,Milwaukee Brewers
JLNR-DAW,Andre Dawson,Chicago Cubs
JLNR-DJ,Derek Jeter,New York Yankees
JLNR-DM,Dale Murphy,Atlanta Braves
JLNR-DO,David Ortiz,Boston Red Sox
JLNR-DP,Dustin Pedroia,Boston Red Sox
JLNR-DS,Dansby Swanson,Chicago Cubs
JLNR-DW,David Wright,New York Mets
JLNR-EDLA,Elly De La Cruz,Cincinnati Reds
JLNR-EM,Eddie Murray,Baltimore Orioles
JLNR-FF,Freddie Freeman,Los Angeles Dodgers
JLNR-FL,Francisco Lindor,New York Mets
JLNR-FM,Fred McGriff,Atlanta Braves
JLNR-FT,Fernando Tatis Jr.,San Diego Padres
JLNR-FTH,Frank Thomas,Chicago White Sox
JLNR-GH,Gunnar Henderson,Baltimore Orioles
JLNR-GS,Giancarlo Stanton,New York Yankees
JLNR-GWY,Tony Gwynn,San Diego Padres
JLNR-HOL,Jackson Holliday,Baltimore Orioles
JLNR-JA,Jose Altuve,Houston Astros
JLNR-JC,Jazz Chisholm Jr.,New York Yankees
JLNR-JCAM,Junior Caminero,Tampa Bay Rays
JLNR-JM,Joe Mauer,Minnesota Twins
JLNR-JOR,Jorge Posada,New York Yankees
JLNR-JR,J.T. Realmuto,Philadelphia Phillies
JLNR-JRA,José Ramírez,Cleveland Guardians
JLNR-JROD,Julio Rodríguez,Seattle Mariners
JLNR-JS,Juan Soto,New York Mets
JLNR-JV,Joey Votto,Cincinnati Reds
JLNR-KB,Kris Bryant,Colorado Rockies
JLNR-KET,Ketel Marte,Arizona Diamondbacks
JLNR-KP,Kirby Puckett,Minnesota Twins
JLNR-KSC,Kyle Schwarber,Philadelphia Phillies
JLNR-LAR,Barry Larkin,Cincinnati Reds
JLNR-LAW,Lawrence Butler,Athletics
JLNR-LR,Luis Robert Jr.,Chicago White Sox
JLNR-MER,Jackson Merrill,San Diego Padres
JLNR-MM,Max Muncy,Los Angeles Dodgers
JLNR-MMA,Manny Machado,San Diego Padres
JLNR-MO,Matt Olson,Atlanta Braves
JLNR-MS,Mike Schmidt,Philadelphia Phillies
JLNR-MT,Mike Trout,Angels
JLNR-MY,Mike Yastrzemski,San Francisco Giants
JLNR-NA,Nolan Arenado,St. Louis Cardinals
JLNR-OA,Ozzie Albies,Atlanta Braves
JLNR-PA,Pete Alonso,New York Mets
JLNR-PCA,Pete Crow-Armstrong,Chicago Cubs
JLNR-PG,Paul Goldschmidt,New York Yankees
JLNR-PR,Pete Rose,Cincinnati Reds
JLNR-RA,Randy Arozarena,Seattle Mariners
JLNR-RAJ,Ronald Acuña Jr.,Atlanta Braves
JLNR-RD,Rafael Devers,San Francisco Giants
JLNR-RG,Riley Greene,Detroit Tigers
JLNR-ROL,Jimmy Rollins,Philadelphia Phillies
JLNR-ROY,Royce Lewis,Minnesota Twins
JLNR-RS,Ryne Sandberg,Chicago Cubs
JLNR-RYO,Robin Yount,Milwaukee Brewers
JLNR-SP,Salvador Perez,Kansas City Royals
JLNR-SS,Seiya Suzuki,Chicago Cubs
JLNR-SSO,Sammy Sosa,Chicago Cubs
JLNR-TEK,Jason Varitek,Boston Red Sox
JLNR-TEO,Teoscar Hernández,Los Angeles Dodgers
JLNR-TT,Trea Turner,Philadelphia Phillies
JLNR-TUCK,Kyle Tucker,Chicago Cubs
JLNR-UT,Chase Utley,Philadelphia Phillies
JLNR-VG,Vladimir Guerrero Jr.,Toronto Blue Jays
JLNR-VLAD,Vladimir Guerrero,Angels
JLNR-VOL,Anthony Volpe,New York Yankees
JLNR-WAL,Larry Walker,Colorado Rockies
JLNR-WB,Wade Boggs,Boston Red Sox
JLNR-WCO,William Contreras,Milwaukee Brewers
JLNR-WILL,Will Smith,Los Angeles Dodgers
JLNR-XB,Xander Bogaerts,San Diego Padres
JLNR-YA,Yordan Alvarez,Houston Astros
SPPQ-AB,Alex Bregman,Boston Red Sox
SPPQ-ABO,Alec Bohm,Philadelphia Phillies
SPPQ-AJ,Aaron Judge,New York Yankees
SPPQ-AM,Andrew McCutchen,Pittsburgh Pirates
SPPQ-AP,Albert Pujols,St. Louis Cardinals
SPPQ-AR,Alex Rodriguez,New York Yankees
SPPQ-ARI,Austin Riley,Atlanta Braves
SPPQ-ARU,Adley Rutschman,Baltimore Orioles
SPPQ-BH,Bryce Harper,Philadelphia Phillies
SPPQ-BUX,Byron Buxton,Minnesota Twins
SPPQ-BW,Bobby Witt Jr.,Kansas City Royals
SPPQ-CA,James Wood,Washington Nationals
SPPQ-CC,Carlos Correa,Minnesota Twins
SPPQ-CCA,Corbin Carroll,Arizona Diamondbacks
SPPQ-CHO,Jackson Chourio,Milwaukee Brewers
SPPQ-CJ,Chipper Jones,Atlanta Braves
SPPQ-CRJ,Cal Ripken Jr.,Baltimore Orioles
SPPQ-CY,Christian Yelich,Milwaukee Brewers
SPPQ-DJ,Derek Jeter,New York Yankees
SPPQ-DO,David Ortiz,Boston Red Sox
SPPQ-DP,Dustin Pedroia,Boston Red Sox
SPPQ-DS,Dansby Swanson,Chicago Cubs
SPPQ-ELLY,Elly De La Cruz,Cincinnati Reds
SPPQ-FF,Freddie Freeman,Los Angeles Dodgers
SPPQ-FL,Francisco Lindor,New York Mets
SPPQ-FT,Fernando Tatis Jr.,San Diego Padres
SPPQ-FTH,Frank Thomas,Chicago White Sox
SPPQ-GC,Gerrit Cole,New York Yankees
SPPQ-GH,Gunnar Henderson,Baltimore Orioles
SPPQ-GST,Giancarlo Stanton,New York Yankees
SPPQ-JAL,Jose Altuve,Houston Astros
SPPQ-JCA,Junior Caminero,Tampa Bay Rays
SPPQ-JCJ,Jazz Chisholm Jr.,New York Yankees
SPPQ-JHL,Jung HOO Lee,San Francisco Giants
SPPQ-JHO,Jackson Holliday,Baltimore Orioles
SPPQ-JRA,José Ramírez,Cleveland Guardians
SPPQ-JROD,Julio Rodríguez,Seattle Mariners
SPPQ-JSO,Juan Soto,New York Mets
SPPQ-JV,Joey Votto,Cincinnati Reds
SPPQ-KB,Kris Bryant,Colorado Rockies
SPPQ-KT,Kyle Tucker,Chicago Cubs
SPPQ-LAW,Lawrence Butler,Athletics
SPPQ-LR,Luis Robert Jr.,Chicago White Sox
SPPQ-MB,Mookie Betts,Los Angeles Dodgers
SPPQ-MER,Jackson Merrill,San Diego Padres
SPPQ-MMA,Manny Machado,San Diego Padres
SPPQ-MO,Matt Olson,Atlanta Braves
SPPQ-MP,Mike Piazza,Los Angeles Dodgers
SPPQ-MT,Mike Trout,Angels
SPPQ-NA,Nolan Arenado,St. Louis Cardinals
SPPQ-OA,Ozzie Albies,Atlanta Braves
SPPQ-PA,Pete Alonso,New York Mets
SPPQ-PCA,Pete Crow-Armstrong,Chicago Cubs
SPPQ-PG,Paul Goldschmidt,New York Yankees
SPPQ-RA,Randy Arozarena,Seattle Mariners
SPPQ-RAJ,Ronald Acuña Jr.,Atlanta Braves
SPPQ-RD,Rafael Devers,Boston Red Sox
SPPQ-RG,Riley Greene,Detroit Tigers
SPPQ-RL,Royce Lewis,Minnesota Twins
SPPQ-SKU,Tarik Skubal,Detroit Tigers
SPPQ-SP,Salvador Perez,Kansas City Royals
SPPQ-SS,Seiya Suzuki,Chicago Cubs
SPPQ-TT,Trea Turner,Philadelphia Phillies
SPPQ-VG,Vladimir Guerrero Jr.,Toronto Blue Jays
SPPQ-WIN,Masyn Winn,St. Louis Cardinals
SPPQ-WS,Will Smith,Los Angeles Dodgers
SPPQ-XB,Xander Bogaerts,San Diego Padres
SPPQ-YA,Yordan Alvarez,Houston Astros
FPQR-AORA,Austin Riley,Atlanta Braves
FPQR-AORA,Ozzie Albies,Atlanta Braves
FPQR-AORA,Matt Olson,Atlanta Braves
FPQR-AORA,Ronald Acuña Jr.,Atlanta Braves
FPQR-BCLK,Byron Buxton,Minnesota Twins
FPQR-BCLK,Carlos Correa,Minnesota Twins
FPQR-BCLK,Royce Lewis,Minnesota Twins
FPQR-BCLK,Brooks Lee,Minnesota Twins
FPQR-BFHO,Teoscar Hernández,Los Angeles Dodgers
FPQR-BFHO,Shohei Ohtani,Los Angeles Dodgers
FPQR-BFHO,Freddie Freeman,Los Angeles Dodgers
FPQR-BFHO,Mookie Betts,Los Angeles Dodgers
FPQR-HSTB,Alec Bohm,Philadelphia Phillies
FPQR-HSTB,Bryce Harper,Philadelphia Phillies
FPQR-HSTB,Kyle Schwarber,Philadelphia Phillies
FPQR-HSTB,Trea Turner,Philadelphia Phillies
FPQR-JCDV,Jasson Domínguez,New York Yankees
FPQR-JCDV,Aaron Judge,New York Yankees
FPQR-JCDV,Gerrit Cole,New York Yankees
FPQR-JCDV,Anthony Volpe,New York Yankees
FPQR-LSAN,Francisco Lindor,New York Mets
FPQR-LSAN,Juan Soto,New York Mets
FPQR-LSAN,Pete Alonso,New York Mets
FPQR-LSAN,Brandon Nimmo,New York Mets
FPQR-RHHC,Jackson Holliday,Baltimore Orioles
FPQR-RHHC,Colton Cowser,Baltimore Orioles
FPQR-RHHC,Adley Rutschman,Baltimore Orioles
FPQR-RHHC,Gunnar Henderson,Baltimore Orioles
FPQR-SCST,Seiya Suzuki,Chicago Cubs
FPQR-SCST,Dansby Swanson,Chicago Cubs
FPQR-SCST,Kyle Tucker,Chicago Cubs
FPQR-SCST,Pete Crow-Armstrong,Chicago Cubs
FPQR-TBJA,Mookie Betts,Los Angeles Dodgers
FPQR-TBJA,Aaron Judge,New York Yankees
FPQR-TBJA,Ronald Acuña Jr.,Atlanta Braves
FPQR-TBJA,Mike Trout,Angels
FPQR-TMMB,Xander Bogaerts,San Diego Padres
FPQR-TMMB,Fernando Tatis Jr.,San Diego Padres
FPQR-TMMB,Manny Machado,San Diego Padres
FPQR-TMMB,Jackson Merrill,San Diego Padres
DPQR-FB,Freddie Freeman,Los Angeles Dodgers
DPQR-FB,Mookie Betts,Los Angeles Dodgers
DPQR-GR,Ken Griffey Jr.,Seattle Mariners
DPQR-GR,Julio Rodríguez,Seattle Mariners
DPQR-GT,Fernando Tatis Jr.,San Diego Padres
DPQR-GT,Tony Gwynn,San Diego Padres
DPQR-JA,Chipper Jones,Atlanta Braves
DPQR-JA,Ronald Acuña Jr.,Atlanta Braves
DPQR-JJ,Derek Jeter,New York Yankees
DPQR-JJ,Aaron Judge,New York Yankees
DPQR-LD,Elly De La CRUZ,Cincinnati Reds
DPQR-LD,Barry Larkin,Cincinnati Reds
DPQR-MS,Paul Skenes,Pittsburgh Pirates
DPQR-MS,Andrew McCutchen,Pittsburgh Pirates
DPQR-PM,Joe Mauer,Minnesota Twins
DPQR-PM,Kirby Puckett,Minnesota Twins
DPQR-RH,Cal Ripken Jr.,Baltimore Orioles
DPQR-RH,Gunnar Henderson,Baltimore Orioles
DPQR-UH,Bryce Harper,Philadelphia Phillies
DPQR-UH,Chase Utley,Philadelphia Phillies
DPQRL-JH,Rickey Henderson Oakland,Athletics
DPQRL-JH,Reggie Jackson Oakland,Athletics
DPQRL-LV,Joey Votto,Cincinnati Reds
DPQRL-LV,Barry Larkin,Cincinnati Reds
DPQRL-MA,Hank Aaron,Atlanta Braves
DPQRL-MA,Willie Mays,San Francisco Giants
DPQRL-MG,Willie Mays,San Francisco Giants
DPQRL-MG,Ken Griffey Jr.,Seattle Mariners
DPQRL-MJ,Chipper Jones,Atlanta Braves
DPQRL-MJ,Dale Murphy,Atlanta Braves
DPQRL-OR,Manny Ramirez,Boston Red Sox
DPQRL-OR,David Ortiz,Boston Red Sox
DPQRL-PM,Yadier Molina,St. Louis Cardinals
DPQRL-PM,Albert Pujols,St. Louis Cardinals
DPQRL-PW,Mike Piazza,New York Mets
DPQRL-PW,David Wright,New York Mets
DPQRL-SS,Sammy Sosa,Chicago Cubs
DPQRL-SS,Ryne Sandberg,Chicago Cubs
DPQRL-SU,Mike Schmidt,Philadelphia Phillies
DPQRL-SU,Chase Utley,Philadelphia Phillies
MQCS-BD,Bobby Doerr,Boston Red Sox
MQCS-EB,Ernie Banks,Chicago Cubs
MQCS-GK,George Kell,Detroit Tigers
MQCS-HK,Harmon Killebrew,Minnesota Twins
MQCS-JM,Johnny Mize,New York Yankees
MQCS-LB,Lou Brock,St. Louis Cardinals
MQCS-MM,Mickey Mantle,New York Yankees
MQCS-PR,Bob Gibson,St. Louis Cardinals
MQCS-SM,Stan Musial,St. Louis Cardinals
MQCS-TW,Ted Williams,Boston Red Sox
MQCS-WF,Whitey Ford,New York Yankees
MQCS-WM,Willie Mays,San Francisco Giants
MCSR-EB,Ernie Banks,Chicago Cubs
MCSR-HA,Hank Aaron,Atlanta Braves
MCSR-HW,Honus Wagner,Pittsburgh Pirates
MCSR-JD,Joe DiMaggio,New York Yankees
MCSR-JM,Johnny Mize,St. Louis Cardinals
MCSR-MM,Mickey Mantle,New York Yankees
MCSR-RH,Rogers Hornsby,St. Louis Cardinals
MCSR-RM,Roger Maris,New York Yankees
MCSR-TS,Tris Speaker,Boston Red Sox
MCSR-TW,Ted Williams,Boston Red Sox
MCSR-WM,Willie Mays,San Francisco Giants
MCSR-YB,Yogi Berra,New York Yankees
