player,card_number,set_name,year,sport,team,category,insert_name,is_rookie
Buster Posey,91C-92,2026 Topps Series 1 Baseball,2026,Baseball,San Francisco Giants,Insert,1991 Topps Chrome,False
Miguel Cabrera,91C-93,2026 Topps Series 1 Baseball,2026,Baseball,Detroit Tigers,Insert,1991 Topps Chrome,False
Cam Schlittler,91C-94,2026 Topps Series 1 Baseball,2026,Baseball,New York Yankees,Insert,1991 Topps Chrome,True
Mookie Betts,91C-95,2026 Topps Series 1 Baseball,2026,Baseball,Los Angeles Dodgers,Insert,1991 Topps Chrome,False
Will Clark,91C-96,2026 Topps Series 1 Baseball,2026,Baseball,San Francisco Giants,Insert,1991 Topps Chrome,False
Matt Chapman,91C-97,2026 Topps Series 1 Baseball,2026,Baseball,San Francisco Giants,Insert,1991 Topps Chrome,False
Jeff Bagwell,91C-98,2026 Topps Series 1 Baseball,2026,Baseball,Houston Astros,Insert,1991 Topps Chrome,False
Ryne Sandberg,91C-99,2026 Topps Series 1 Baseball,2026,Baseball,Chicago Cubs,Insert,1991 Topps Chrome,False
Christian Yelich,91C-100,2026 Topps Series 1 Baseball,2026,Baseball,Milwaukee Brewers,Insert,1991 Topps Chrome,False
Aaron Judge,1,2026 Topps Series 1 Baseball,2026,Baseball,New York Yankees,Insert,Dugout Peeks,False
Jacob Misiorowski,10,2026 Topps Series 1 Baseball,2026,Baseball,Milwaukee Brewers,Insert,Dugout Peeks,True
Vladimir Guerrero Jr.,20,2026 Topps Series 1 Baseball,2026,Baseball,Toronto Blue Jays,Insert,Dugout Peeks,False
Gunnar Henderson,46,2026 Topps Series 1 Baseball,2026,Baseball,Baltimore Orioles,Insert,Dugout Peeks,False
Roki Sasaki,66,2026 Topps Series 1 Baseball,2026,Baseball,Los Angeles Dodgers,Insert,Dugout Peeks,False
Paul Skenes,100,2026 Topps Series 1 Baseball,2026,Baseball,Pittsburgh Pirates,Insert,Dugout Peeks,False
Francisco Lindor,123,2026 Topps Series 1 Baseball,2026,Baseball,New York Mets,Insert,Dugout Peeks,False
Jac Caglianone,138,2026 Topps Series 1 Baseball,2026,Baseball,Kansas City Royals,Insert,Dugout Peeks,True
Cal Raleigh,140,2026 Topps Series 1 Baseball,2026,Baseball,Seattle Mariners,Insert,Dugout Peeks,False
Elly De La Cruz,150,2026 Topps Series 1 Baseball,2026,Baseball,Cincinnati Reds,Insert,Dugout Peeks,False
Roman Anthony,189,2026 Topps Series 1 Baseball,2026,Baseball,Boston Red Sox,Insert,Dugout Peeks,True
Pete Crow-Armstrong,196,2026 Topps Series 1 Baseball,2026,Baseball,Chicago Cubs,Insert,Dugout Peeks,False
Shohei Ohtani,200,2026 Topps Series 1 Baseball,2026,Baseball,Los Angeles Dodgers,Insert,Dugout Peeks,False
Bobby Witt Jr.,205,2026 Topps Series 1 Baseball,2026,Baseball,Kansas City Royals,Insert,Dugout Peeks,False
Riley Greene,209,2026 Topps Series 1 Baseball,2026,Baseball,Detroit Tigers,Insert,Dugout Peeks,False
Seiya Suzuki,217,2026 Topps Series 1 Baseball,2026,Baseball,Chicago Cubs,Insert,Dugout Peeks,False
Rafael Devers,219,2026 Topps Series 1 Baseball,2026,Baseball,San Francisco Giants,Insert,Dugout Peeks,False
Austin Riley,238,2026 Topps Series 1 Baseball,2026,Baseball,Atlanta Braves,Insert,Dugout Peeks,False
Juan Soto,242,2026 Topps Series 1 Baseball,2026,Baseball,New York Mets,Insert,Dugout Peeks,False
Kyle Schwarber,250,2026 Topps Series 1 Baseball,2026,Baseball,Philadelphia Phillies,Insert,Dugout Peeks,False
Byron Buxton,255,2026 Topps Series 1 Baseball,2026,Baseball,Minnesota Twins,Insert,Dugout Peeks,False
Ketel Marte,257,2026 Topps Series 1 Baseball,2026,Baseball,Arizona Diamondbacks,Insert,Dugout Peeks,False
Tarik Skubal,300,2026 Topps Series 1 Baseball,2026,Baseball,Detroit Tigers,Insert,Dugout Peeks,False
Jeremy Peña,307,2026 Topps Series 1 Baseball,2026,Baseball,Houston Astros,Insert,Dugout Peeks,False
Jazz Chisholm Jr.,308,2026 Topps Series 1 Baseball,2026,Baseball,New York Yankees,Insert,Dugout Peeks,False
Lawrence Butler,324,2026 Topps Series 1 Baseball,2026,Baseball,Athletics,Insert,Dugout Peeks,False
Junior Caminero,328,2026 Topps Series 1 Baseball,2026,Baseball,Tampa Bay Rays,Insert,Dugout Peeks,False
Fernando Tatis Jr.,333,2026 Topps Series 1 Baseball,2026,Baseball,San Diego Padres,Insert,Dugout Peeks,False
James Wood,349,2026 Topps Series 1 Baseball,2026,Baseball,Washington Nationals,Insert,Dugout Peeks,False
Mike Trout,350,2026 Topps Series 1 Baseball,2026,Baseball,Angels,Insert,Dugout Peeks,False
Aaron Judge,1,2026 Topps Series 1 Baseball,2026,Baseball,New York Yankees,Insert,Walk This Way,False
Luke Keaschall,3,2026 Topps Series 1 Baseball,2026,Baseball,Minnesota Twins,Insert,Walk This Way,False
Justin Turner,5,2026 Topps Series 1 Baseball,2026,Baseball,Chicago Cubs,Insert,Walk This Way,False
Patrick Bailey,7,2026 Topps Series 1 Baseball,2026,Baseball,San Francisco Giants,Insert,Walk This Way,False
Heliot Ramos,8,2026 Topps Series 1 Baseball,2026,Baseball,San Francisco Giants,Insert,Walk This Way,False
Spencer Torkelson,23,2026 Topps Series 1 Baseball,2026,Baseball,Detroit Tigers,Insert,Walk This Way,False
Matt Shaw,27,2026 Topps Series 1 Baseball,2026,Baseball,Chicago Cubs,Insert,Walk This Way,False
Marcell Ozuna,50,2026 Topps Series 1 Baseball,2026,Baseball,Atlanta Braves,Insert,Walk This Way,False
Jackson Chourio,73,2026 Topps Series 1 Baseball,2026,Baseball,Milwaukee Brewers,Insert,Walk This Way,False
Jonah Heim,78,2026 Topps Series 1 Baseball,2026,Baseball,Texas Rangers,Insert,Walk This Way,False
Brooks Lee,85,2026 Topps Series 1 Baseball,2026,Baseball,Minnesota Twins,Insert,Walk This Way,False
Jackson Holliday,92,2026 Topps Series 1 Baseball,2026,Baseball,Baltimore Orioles,Insert,Walk This Way,False
Nick Kurtz,97,2026 Topps Series 1 Baseball,2026,Baseball,Athletics,Insert,Walk This Way,False
Josh Jung,98,2026 Topps Series 1 Baseball,2026,Baseball,Texas Rangers,Insert,Walk This Way,False
Ceddanne Rafaela,101,2026 Topps Series 1 Baseball,2026,Baseball,Boston Red Sox,Insert,Walk This Way,False
Adolis García,110,2026 Topps Series 1 Baseball,2026,Baseball,Texas Rangers,Insert,Walk This Way,False
Francisco Lindor,123,2026 Topps Series 1 Baseball,2026,Baseball,New York Mets,Insert,Walk This Way,False
Cole Young,129,2026 Topps Series 1 Baseball,2026,Baseball,Seattle Mariners,Insert,Walk This Way,True
Trevor Story,135,2026 Topps Series 1 Baseball,2026,Baseball,Boston Red Sox,Insert,Walk This Way,False
Salvador Perez,138,2026 Topps Series 1 Baseball,2026,Baseball,Kansas City Royals,Insert,Walk This Way,False
Jo Adell,139,2026 Topps Series 1 Baseball,2026,Baseball,Angels,Insert,Walk This Way,False
Javier Báez,144,2026 Topps Series 1 Baseball,2026,Baseball,Detroit Tigers,Insert,Walk This Way,False
Christian Moore,147,2026 Topps Series 1 Baseball,2026,Baseball,Angels,Insert,Walk This Way,True
Christian Yelich,154,2026 Topps Series 1 Baseball,2026,Baseball,Milwaukee Brewers,Insert,Walk This Way,False
J.P. Crawford,156,2026 Topps Series 1 Baseball,2026,Baseball,Seattle Mariners,Insert,Walk This Way,False
Jorge Soler,162,2026 Topps Series 1 Baseball,2026,Baseball,Angels,Insert,Walk This Way,False
Brenton Doyle,164,2026 Topps Series 1 Baseball,2026,Baseball,Colorado Rockies,Insert,Walk This Way,False
Roman Anthony,189,2026 Topps Series 1 Baseball,2026,Baseball,Boston Red Sox,Insert,Walk This Way,True
Nolan Arenado,193,2026 Topps Series 1 Baseball,2026,Baseball,St. Louis Cardinals,Insert,Walk This Way,False
Ian Happ,196,2026 Topps Series 1 Baseball,2026,Baseball,Chicago Cubs,Insert,Walk This Way,False
Shohei Ohtani,200,2026 Topps Series 1 Baseball,2026,Baseball,Los Angeles Dodgers,Insert,Walk This Way,False
Isaac Collins,202,2026 Topps Series 1 Baseball,2026,Baseball,Milwaukee Brewers,Insert,Walk This Way,False
Bobby Witt Jr.,205,2026 Topps Series 1 Baseball,2026,Baseball,Kansas City Royals,Insert,Walk This Way,False
Matt Chapman,219,2026 Topps Series 1 Baseball,2026,Baseball,San Francisco Giants,Insert,Walk This Way,False
Tyler Soderstrom,225,2026 Topps Series 1 Baseball,2026,Baseball,Athletics,Insert,Walk This Way,False
Jorge Polanco,226,2026 Topps Series 1 Baseball,2026,Baseball,Seattle Mariners,Insert,Walk This Way,False
Zach Neto,230,2026 Topps Series 1 Baseball,2026,Baseball,Angels,Insert,Walk This Way,False
Jonathan India,237,2026 Topps Series 1 Baseball,2026,Baseball,Kansas City Royals,Insert,Walk This Way,False
Jacob Wilson,240,2026 Topps Series 1 Baseball,2026,Baseball,Athletics,Insert,Walk This Way,False
Freddie Freeman,252,2026 Topps Series 1 Baseball,2026,Baseball,Los Angeles Dodgers,Insert,Walk This Way,False
Willy Adames,267,2026 Topps Series 1 Baseball,2026,Baseball,San Francisco Giants,Insert,Walk This Way,False
Wilyer Abreu,269,2026 Topps Series 1 Baseball,2026,Baseball,Boston Red Sox,Insert,Walk This Way,False
José Ramírez,284,2026 Topps Series 1 Baseball,2026,Baseball,Cleveland Guardians,Insert,Walk This Way,False
Agustín Ramírez,287,2026 Topps Series 1 Baseball,2026,Baseball,Miami Marlins,Insert,Walk This Way,False
Kyle Stowers,293,2026 Topps Series 1 Baseball,2026,Baseball,Miami Marlins,Insert,Walk This Way,False
Kyle Manzardo,309,2026 Topps Series 1 Baseball,2026,Baseball,Cleveland Guardians,Insert,Walk This Way,False
Jonathan Aranda,326,2026 Topps Series 1 Baseball,2026,Baseball,Tampa Bay Rays,Insert,Walk This Way,False
Fernando Tatis Jr.,333,2026 Topps Series 1 Baseball,2026,Baseball,San Diego Padres,Insert,Walk This Way,False
James Wood,349,2026 Topps Series 1 Baseball,2026,Baseball,Washington Nationals,Insert,Walk This Way,False
Taylor Ward,350,2026 Topps Series 1 Baseball,2026,Baseball,Angels,Insert,Walk This Way,False
Baxter,M-1,2026 Topps Series 1 Baseball,2026,Baseball,Baxter,Insert,Mascots,False
Wally the,M-2,2026 Topps Series 1 Baseball,2026,Baseball,Green Monster,Insert,Mascots,False
Mascot,M-3,2026 Topps Series 1 Baseball,2026,Baseball,Chicago White Sox,Insert,Mascots,False
Dinger,M-4,2026 Topps Series 1 Baseball,2026,Baseball,Dinger,Insert,Mascots,False
Bernie Brewer,M-5,2026 Topps Series 1 Baseball,2026,Baseball,Bernie Brewer,Insert,Mascots,False
Rosie Red,M-6,2026 Topps Series 1 Baseball,2026,Baseball,Cincinnati Reds,Insert,Mascots,False
Mr. Red,M-7,2026 Topps Series 1 Baseball,2026,Baseball,Cincinnati Reds,Insert,Mascots,False
Mariner Moose,M-8,2026 Topps Series 1 Baseball,2026,Baseball,Mariner Moose,Insert,Mascots,False
Sluggerrr,M-9,2026 Topps Series 1 Baseball,2026,Baseball,Sluggerrr,Insert,Mascots,False
T.C. Bear,M-10,2026 Topps Series 1 Baseball,2026,Baseball,T.C. Bear,Insert,Mascots,False
Mr. Met,M-11,2026 Topps Series 1 Baseball,2026,Baseball,Mr. Met,Insert,Mascots,False
Rangers Captain,M-12,2026 Topps Series 1 Baseball,2026,Baseball,Rangers Captain,Insert,Mascots,False
Screech,M-13,2026 Topps Series 1 Baseball,2026,Baseball,Screech,Insert,Mascots,False
Mrs. Met,M-14,2026 Topps Series 1 Baseball,2026,Baseball,Mrs. Met,Insert,Mascots,False
Paws,M-15,2026 Topps Series 1 Baseball,2026,Baseball,Paws,Insert,Mascots,False
Mascot,M-16,2026 Topps Series 1 Baseball,2026,Baseball,Athletics,Insert,Mascots,False
Pirate Parrot,M-17,2026 Topps Series 1 Baseball,2026,Baseball,Pirate Parrot,Insert,Mascots,False
Clark,M-18,2026 Topps Series 1 Baseball,2026,Baseball,Clark,Insert,Mascots,False
Phillie Phanatic,M-19,2026 Topps Series 1 Baseball,2026,Baseball,Phillie Phanatic,Insert,Mascots,False
Orbit,M-20,2026 Topps Series 1 Baseball,2026,Baseball,Orbit,Insert,Mascots,False
Fredbird,M-21,2026 Topps Series 1 Baseball,2026,Baseball,Fredbird,Insert,Mascots,False
Raymond,M-22,2026 Topps Series 1 Baseball,2026,Baseball,Raymond,Insert,Mascots,False
Blooper,M-23,2026 Topps Series 1 Baseball,2026,Baseball,Blooper,Insert,Mascots,False
Mascot,M-24,2026 Topps Series 1 Baseball,2026,Baseball,Baltimore Orioles,Insert,Mascots,False
Slider,M-25,2026 Topps Series 1 Baseball,2026,Baseball,Slider,Insert,Mascots,False
Tessie,M-26,2026 Topps Series 1 Baseball,2026,Baseball,Tessie,Insert,Mascots,False
Mascot,M-27,2026 Topps Series 1 Baseball,2026,Baseball,Milwaukee Brewers,Insert,Mascots,False
ACE,M-28,2026 Topps Series 1 Baseball,2026,Baseball,ACE,Insert,Mascots,False
Swinging Friar,M-29,2026 Topps Series 1 Baseball,2026,Baseball,Swinging Friar,Insert,Mascots,False
Billy,M-30,2026 Topps Series 1 Baseball,2026,Baseball,the Marlin,Insert,Mascots,False
Elly De La Cruz,GD-1,2026 Topps Series 1 Baseball,2026,Baseball,Cincinnati Reds,Insert,Gameday Drip,False
Shohei Ohtani,GD-2,2026 Topps Series 1 Baseball,2026,Baseball,Los Angeles Dodgers,Insert,Gameday Drip,False
Javier Báez,GD-3,2026 Topps Series 1 Baseball,2026,Baseball,Detroit Tigers,Insert,Gameday Drip,False
Pete Crow-Armstrong,GD-4,2026 Topps Series 1 Baseball,2026,Baseball,Chicago Cubs,Insert,Gameday Drip,False
Julio Rodríguez,GD-5,2026 Topps Series 1 Baseball,2026,Baseball,Seattle Mariners,Insert,Gameday Drip,False
Ronald Acuña Jr.,GD-6,2026 Topps Series 1 Baseball,2026,Baseball,Atlanta Braves,Insert,Gameday Drip,False
Aaron Judge,GD-7,2026 Topps Series 1 Baseball,2026,Baseball,New York Yankees,Insert,Gameday Drip,False
Fernando Tatis Jr.,GD-8,2026 Topps Series 1 Baseball,2026,Baseball,San Diego Padres,Insert,Gameday Drip,False
Jazz Chisholm Jr.,GD-9,2026 Topps Series 1 Baseball,2026,Baseball,New York Yankees,Insert,Gameday Drip,False
Francisco Lindor,GD-10,2026 Topps Series 1 Baseball,2026,Baseball,New York Mets,Insert,Gameday Drip,False
Bobby Witt Jr.,GD-11,2026 Topps Series 1 Baseball,2026,Baseball,Kansas City Royals,Insert,Gameday Drip,False
Vladimir Guerrero Jr.,GD-12,2026 Topps Series 1 Baseball,2026,Baseball,Toronto Blue Jays,Insert,Gameday Drip,False
Gunnar Henderson,GD-13,2026 Topps Series 1 Baseball,2026,Baseball,Baltimore Orioles,Insert,Gameday Drip,False
Corbin Carroll,GD-14,2026 Topps Series 1 Baseball,2026,Baseball,Arizona Diamondbacks,Insert,Gameday Drip,False
Jackson Chourio,GD-15,2026 Topps Series 1 Baseball,2026,Baseball,Milwaukee Brewers,Insert,Gameday Drip,False
Mookie Betts,GD-16,2026 Topps Series 1 Baseball,2026,Baseball,Los Angeles Dodgers,Insert,Gameday Drip,False
Matt Chapman,GD-17,2026 Topps Series 1 Baseball,2026,Baseball,San Francisco Giants,Insert,Gameday Drip,False
José Ramírez,GD-18,2026 Topps Series 1 Baseball,2026,Baseball,Cleveland Guardians,Insert,Gameday Drip,False
Andrew McCutchen,GD-19,2026 Topps Series 1 Baseball,2026,Baseball,Pittsburgh Pirates,Insert,Gameday Drip,False
Carlos Correa,GD-20,2026 Topps Series 1 Baseball,2026,Baseball,Houston Astros,Insert,Gameday Drip,False
Mike Trout,PAS-1,2026 Topps Series 1 Baseball,2026,Baseball,Angels,Insert,Perennial All Stars,False
Ronald Acuña Jr.,PAS-2,2026 Topps Series 1 Baseball,2026,Baseball,Atlanta Braves,Insert,Perennial All Stars,False
Kyle Tucker,PAS-3,2026 Topps Series 1 Baseball,2026,Baseball,Chicago Cubs,Insert,Perennial All Stars,False
Jose Altuve,PAS-4,2026 Topps Series 1 Baseball,2026,Baseball,Houston Astros,Insert,Perennial All Stars,False
Francisco Lindor,PAS-5,2026 Topps Series 1 Baseball,2026,Baseball,New York Mets,Insert,Perennial All Stars,False
Clayton Kershaw,PAS-6,2026 Topps Series 1 Baseball,2026,Baseball,Los Angeles Dodgers,Insert,Perennial All Stars,False
Nolan Arenado,PAS-7,2026 Topps Series 1 Baseball,2026,Baseball,St. Louis Cardinals,Insert,Perennial All Stars,False
Freddie Freeman,PAS-8,2026 Topps Series 1 Baseball,2026,Baseball,Los Angeles Dodgers,Insert,Perennial All Stars,False
Shohei Ohtani,PAS-9,2026 Topps Series 1 Baseball,2026,Baseball,Los Angeles Dodgers,Insert,Perennial All Stars,False
Bryce Harper,PAS-10,2026 Topps Series 1 Baseball,2026,Baseball,Philadelphia Phillies,Insert,Perennial All Stars,False
Mookie Betts,PAS-11,2026 Topps Series 1 Baseball,2026,Baseball,Los Angeles Dodgers,Insert,Perennial All Stars,False
Juan Soto,PAS-12,2026 Topps Series 1 Baseball,2026,Baseball,New York Mets,Insert,Perennial All Stars,False
Fernando Tatis Jr.,PAS-13,2026 Topps Series 1 Baseball,2026,Baseball,San Diego Padres,Insert,Perennial All Stars,False
Aaron Judge,PAS-14,2026 Topps Series 1 Baseball,2026,Baseball,New York Yankees,Insert,Perennial All Stars,False
Elly De La Cruz,PAS-15,2026 Topps Series 1 Baseball,2026,Baseball,Cincinnati Reds,Insert,Perennial All Stars,False
José Ramírez,PAS-16,2026 Topps Series 1 Baseball,2026,Baseball,Cleveland Guardians,Insert,Perennial All Stars,False
Vladimir Guerrero Jr.,PAS-17,2026 Topps Series 1 Baseball,2026,Baseball,Toronto Blue Jays,Insert,Perennial All Stars,False
Bobby Witt Jr.,PAS-18,2026 Topps Series 1 Baseball,2026,Baseball,Kansas City Royals,Insert,Perennial All Stars,False
Pete Alonso,PAS-19,2026 Topps Series 1 Baseball,2026,Baseball,New York Mets,Insert,Perennial All Stars,False
Paul Skenes,PAS-20,2026 Topps Series 1 Baseball,2026,Baseball,Pittsburgh Pirates,Insert,Perennial All Stars,False
Tarik Skubal,PAS-21,2026 Topps Series 1 Baseball,2026,Baseball,Detroit Tigers,Insert,Perennial All Stars,False
Chris Sale,PAS-22,2026 Topps Series 1 Baseball,2026,Baseball,Atlanta Braves,Insert,Perennial All Stars,False
Pete Crow-Armstrong,PAS-23,2026 Topps Series 1 Baseball,2026,Baseball,Chicago Cubs,Insert,Perennial All Stars,False
Manny Machado,PAS-24,2026 Topps Series 1 Baseball,2026,Baseball,San Diego Padres,Insert,Perennial All Stars,False
Christian Yelich,PAS-25,2026 Topps Series 1 Baseball,2026,Baseball,Milwaukee Brewers,Insert,Perennial All Stars,False
Jac Caglianone,8B-1,2026 Topps Series 1 Baseball,2026,Baseball,Kansas City Royals,Insert,8 Bit Ballers,True
Roman Anthony,8B-2,2026 Topps Series 1 Baseball,2026,Baseball,Boston Red Sox,Insert,8 Bit Ballers,True
Chase Burns,8B-3,2026 Topps Series 1 Baseball,2026,Baseball,Cincinnati Reds,Insert,8 Bit Ballers,True
Kyle Teel,8B-4,2026 Topps Series 1 Baseball,2026,Baseball,Chicago White Sox,Insert,8 Bit Ballers,True
Jacob Misiorowski,8B-5,2026 Topps Series 1 Baseball,2026,Baseball,Milwaukee Brewers,Insert,8 Bit Ballers,True
Nick Kurtz,8B-6,2026 Topps Series 1 Baseball,2026,Baseball,Athletics,Insert,8 Bit Ballers,False
Shohei Ohtani,8B-7,2026 Topps Series 1 Baseball,2026,Baseball,Los Angeles Dodgers,Insert,8 Bit Ballers,False
Mike Trout,8B-8,2026 Topps Series 1 Baseball,2026,Baseball,Angels,Insert,8 Bit Ballers,False
Ronald Acuña Jr.,8B-9,2026 Topps Series 1 Baseball,2026,Baseball,Atlanta Braves,Insert,8 Bit Ballers,False
Aaron Judge,8B-10,2026 Topps Series 1 Baseball,2026,Baseball,New York Yankees,Insert,8 Bit Ballers,False
Bryce Harper,8B-11,2026 Topps Series 1 Baseball,2026,Baseball,Philadelphia Phillies,Insert,8 Bit Ballers,False
Pete Crow-Armstrong,8B-12,2026 Topps Series 1 Baseball,2026,Baseball,Chicago Cubs,Insert,8 Bit Ballers,False
Ken Griffey Jr.,8B-13,2026 Topps Series 1 Baseball,2026,Baseball,Seattle Mariners,Insert,8 Bit Ballers,False
Derek Jeter,8B-14,2026 Topps Series 1 Baseball,2026,Baseball,New York Yankees,Insert,8 Bit Ballers,False
Cal Ripken Jr.,8B-15,2026 Topps Series 1 Baseball,2026,Baseball,Baltimore Orioles,Insert,8 Bit Ballers,False
Nolan Ryan,8B-16,2026 Topps Series 1 Baseball,2026,Baseball,Houston Astros,Insert,8 Bit Ballers,False
Rickey Henderson,8B-17,2026 Topps Series 1 Baseball,2026,Baseball,Oakland Athletics,Insert,8 Bit Ballers,False
Owen Caissie,8B-18,2026 Topps Series 1 Baseball,2026,Baseball,Chicago Cubs,Insert,8 Bit Ballers,True
Bobby Witt Jr.,8B-19,2026 Topps Series 1 Baseball,2026,Baseball,Kansas City Royals,Insert,8 Bit Ballers,False
Samuel Basallo,8B-20,2026 Topps Series 1 Baseball,2026,Baseball,Baltimore Orioles,Insert,8 Bit Ballers,True
Alex Freeland,8B-21,2026 Topps Series 1 Baseball,2026,Baseball,Los Angeles Dodgers,Insert,8 Bit Ballers,True
Bubba Chandler,8B-22,2026 Topps Series 1 Baseball,2026,Baseball,Pittsburgh Pirates,Insert,8 Bit Ballers,True
Carson Williams,8B-23,2026 Topps Series 1 Baseball,2026,Baseball,Tampa Bay Rays,Insert,8 Bit Ballers,True
Elly De La Cruz,8B-24,2026 Topps Series 1 Baseball,2026,Baseball,Cincinnati Reds,Insert,8 Bit Ballers,False
Kyle Schwarber,8B-25,2026 Topps Series 1 Baseball,2026,Baseball,Philadelphia Phillies,Insert,8 Bit Ballers,False
Jonah Tong,4,2026 Topps Series 1 Baseball,2026,Baseball,New York Mets,Insert,Hidden Mascots,True
Jacob Misiorowski,10,2026 Topps Series 1 Baseball,2026,Baseball,Milwaukee Brewers,Insert,Hidden Mascots,True
Vladimir Guerrero Jr.,20,2026 Topps Series 1 Baseball,2026,Baseball,Toronto Blue Jays,Insert,Hidden Mascots,False
Gunnar Henderson,46,2026 Topps Series 1 Baseball,2026,Baseball,Baltimore Orioles,Insert,Hidden Mascots,False
Ronald Acuña Jr.,50,2026 Topps Series 1 Baseball,2026,Baseball,Atlanta Braves,Insert,Hidden Mascots,False
Nick Kurtz,97,2026 Topps Series 1 Baseball,2026,Baseball,Athletics,Insert,Hidden Mascots,False
Paul Skenes,100,2026 Topps Series 1 Baseball,2026,Baseball,Pittsburgh Pirates,Insert,Hidden Mascots,False
Samuel Basallo,104,2026 Topps Series 1 Baseball,2026,Baseball,Baltimore Orioles,Insert,Hidden Mascots,True
Jac Caglianone,138,2026 Topps Series 1 Baseball,2026,Baseball,Kansas City Royals,Insert,Hidden Mascots,True
Julio Rodríguez,146,2026 Topps Series 1 Baseball,2026,Baseball,Seattle Mariners,Insert,Hidden Mascots,False
Roman Anthony,189,2026 Topps Series 1 Baseball,2026,Baseball,Boston Red Sox,Insert,Hidden Mascots,True
Pete Crow-Armstrong,196,2026 Topps Series 1 Baseball,2026,Baseball,Chicago Cubs,Insert,Hidden Mascots,False
Kyle Teel,201,2026 Topps Series 1 Baseball,2026,Baseball,Chicago White Sox,Insert,Hidden Mascots,True
Bobby Witt Jr.,205,2026 Topps Series 1 Baseball,2026,Baseball,Kansas City Royals,Insert,Hidden Mascots,False
Owen Caissie,233,2026 Topps Series 1 Baseball,2026,Baseball,Chicago Cubs,Insert,Hidden Mascots,True
Bryce Harper,250,2026 Topps Series 1 Baseball,2026,Baseball,Philadelphia Phillies,Insert,Hidden Mascots,False
Bubba Chandler,283,2026 Topps Series 1 Baseball,2026,Baseball,Pittsburgh Pirates,Insert,Hidden Mascots,True
Tarik Skubal,300,2026 Topps Series 1 Baseball,2026,Baseball,Detroit Tigers,Insert,Hidden Mascots,False
Chase Burns,312,2026 Topps Series 1 Baseball,2026,Baseball,Cincinnati Reds,Insert,Hidden Mascots,True
Fernando Tatis Jr.,333,2026 Topps Series 1 Baseball,2026,Baseball,San Diego Padres,Insert,Hidden Mascots,False
Alex Bregman,MLMA-AB,2026 Topps Series 1 Baseball,2026,Baseball,Boston Red Sox,Auto,Major League Material Auto Relic,False
Adolis García,MLMA-AG,2026 Topps Series 1 Baseball,2026,Baseball,Texas Rangers,Auto,Major League Material Auto Relic,False
Alejandro Kirk,MLMA-AK,2026 Topps Series 1 Baseball,2026,Baseball,Toronto Blue Jays,Auto,Major League Material Auto Relic,False
Aaron Nola,MLMA-AN,2026 Topps Series 1 Baseball,2026,Baseball,Philadelphia Phillies,Auto,Major League Material Auto Relic,False
Austin Riley,MLMA-ARI,2026 Topps Series 1 Baseball,2026,Baseball,Atlanta Braves,Auto,Major League Material Auto Relic,False
Adley Rutschman,MLMA-ARU,2026 Topps Series 1 Baseball,2026,Baseball,Baltimore Orioles,Auto,Major League Material Auto Relic,False
Anthony Volpe,MLMA-AV,2026 Topps Series 1 Baseball,2026,Baseball,New York Yankees,Auto,Major League Material Auto Relic,False
Austin Wells,MLMA-AW,2026 Topps Series 1 Baseball,2026,Baseball,New York Yankees,Auto,Major League Material Auto Relic,False
Byron Buxton,MLMA-BBX,2026 Topps Series 1 Baseball,2026,Baseball,Minnesota Twins,Auto,Major League Material Auto Relic,False
Bubba Chandler,MLMA-BC,2026 Topps Series 1 Baseball,2026,Baseball,Pittsburgh Pirates,Auto,Major League Material Auto Relic,True
Brady House,MLMA-BH,2026 Topps Series 1 Baseball,2026,Baseball,Washington Nationals,Auto,Major League Material Auto Relic,True
Brooks Lee,MLMA-BL,2026 Topps Series 1 Baseball,2026,Baseball,Minnesota Twins,Auto,Major League Material Auto Relic,False
Brice Matthews,MLMA-BMA,2026 Topps Series 1 Baseball,2026,Baseball,Houston Astros,Auto,Major League Material Auto Relic,True
Brandon Nimmo,MLMA-BN,2026 Topps Series 1 Baseball,2026,Baseball,New York Mets,Auto,Major League Material Auto Relic,False
Bryan Reynolds,MLMA-BR,2026 Topps Series 1 Baseball,2026,Baseball,Pittsburgh Pirates,Auto,Major League Material Auto Relic,False
Ben Rice,MLMA-BRI,2026 Topps Series 1 Baseball,2026,Baseball,New York Yankees,Auto,Major League Material Auto Relic,False
Brent Rooker,MLMA-BRO,2026 Topps Series 1 Baseball,2026,Baseball,Athletics,Auto,Major League Material Auto Relic,False
Bryson Stott,MLMA-BS,2026 Topps Series 1 Baseball,2026,Baseball,Philadelphia Phillies,Auto,Major League Material Auto Relic,False
Bobby Witt Jr.,MLMA-BW,2026 Topps Series 1 Baseball,2026,Baseball,Kansas City Royals,Auto,Major League Material Auto Relic,False
CJ Abrams,MLMA-CA,2026 Topps Series 1 Baseball,2026,Baseball,Washington Nationals,Auto,Major League Material Auto Relic,False
Chase Burns,MLMA-CB,2026 Topps Series 1 Baseball,2026,Baseball,Cincinnati Reds,Auto,Major League Material Auto Relic,True
Corbin Carroll,MLMA-CC,2026 Topps Series 1 Baseball,2026,Baseball,Arizona Diamondbacks,Auto,Major League Material Auto Relic,False
Colson Montgomery,MLMA-CMO,2026 Topps Series 1 Baseball,2026,Baseball,Chicago White Sox,Auto,Major League Material Auto Relic,True
Colby Thomas,MLMA-COL,2026 Topps Series 1 Baseball,2026,Baseball,Athletics,Auto,Major League Material Auto Relic,True
