"name","address","city","state","country","zip","phone","email","facebook_url","instagram_url","website","x_url","discord","ebay_url","tcgplayer_url","types","hours","lat","lng","source","notes"
"Gamers-Corps","8167 Main Street, Suite Ste 103","Ellicott City","MD","US","21043","+1-443-325-5983","game_on@gamers-corps.com","https://www.facebook.com/GamersCorpsEST2019","https://www.instagram.com/gamerscorpsgames","https://www.gamers-corps.com/","","","","https://gamers-corps.tcgplayerpro.com","Sports","Mo-Tu 12:00-20:00; We-Fr 12:00-22:00; Sa 10:00-20:00; Su 10:00-17:00","39.2672817","-76.7971454","osm","OSM node/4138914326"
"POPS SPORTS CARDS & GAMING","425 EASTERN AVE, SUITE 1","ESSEX","MD","US","21221","443-969-2186","popscardsandgames@gmail.com","https://www.facebook.com/popssportscardsgaming","","https://www.facebook.com/popssportscardsgaming/","","","","","Sports,TCG","","","","directory_list",""
"Games & Comics Pair O’Dice","10385 Main Street","Fairfax","MD","US","22030","+1 703 865 8110","hi@mystore.com","https://www.facebook.com/tr","https://www.instagram.com/paradisegameshop","https://www.gcpairodice.com/","","","","","Comics","Mo-Sa 11:00-20:00; Su 12:00-18:00","38.8457384","-77.3049988","osm","OSM node/3843904940"
"Gaming Giant","3925 Chain Bridge Road, Suite 201","Fairfax","MD","US","22030","+1 703-223-5242","support@gaminggiant.com","https://facebook.com/gaminggianttcg","http://instagram.com/gaminggianttcg","https://www.gaminggiant.com/","","","","","Games","Mo-Sa 11:00-22:00; Su 11:00-19:00","38.847671","-77.3060188","osm","OSM node/13097172636"
"KC's Comics","2807 Belair Road","Fallston","MD","US","21047","+1-410-877-3152","lodash@4.17.21; in-view@0.6.1","https://www.facebook.com/KCs-Comics-581395995267971","","https://www.loc8nearme.com/maryland/fallston/kcs-comics/2998426/","","","","","Comics","","39.4843906","-76.401136","osm","OSM node/6471379658"
"PRIMETIME SPORTS COLLECTIBES","490 PROSPECT BLVD","FREDERICK","MD","US","21701","(225) 772-5429","","","","https://www.bing.com/aclick?ld=e8TM9_CeVrPe2l3XvkalCXtjVUCUwX4rRTDGKlI50xJRkkosoBm3LcZfFI-mAPUoKmbL9mkd7ZGkt1AenZhbmHVSOOGIsJ0XBTsWg7R_sh0WFyHjC7j06NSHU59ALYCzCJWOcV6fj22vZbRz-DoaNJNZvYeyfHdn1k3FLbGNPjB4Cw4CtRY6zzRYy8WlYijRvZTF0-Lg&u=aHR0cHMlM2ElMmYlMmZzcG9ydHMuaGEuY29tJTNmdHlwZSUzZG1zbl9zcG9ydHMlMjUyMG1lbW9yYWJpbGlhJTI1MjBzdG9yZXNfcS1wcmltZXRpbWUlMjUyMHNwb3J0cyUyNTIwY29sbGVjdGlibGVzJTI1MjBmcmVkZXJpY2slMjUyMG1kLWNpZC03NzQ0NzA0Nzc5MjUzMC1tdC1icC1jbGtzcmMta3ctZGV2aWNlLWMtY21wbmlkLTMxNTA0OTUwOC1hZGdwaWQtMTIzOTE1MDY0Nzg2OTEzMy1uaWQtbw&rlid=ed1e481e0171110f51d721c4b7d686b0","","","","","Sports","","","","directory_list",""
"Games and Stuff","7736 Ritchie Highway","Glen Burnie","MD","US","21061","+1-410-863-7418","cs@gamesandstuffonline.com; info@gamesandstuffonline.com","https://www.facebook.com/gamesandstuff","http://www.instagram.com/gamesandstuffmd","https://www.gamesandstuffonline.com","","","https://www.ebay.com/str/gamesandstuffgb","https://gamesandstuff.tcgplayerpro.com","Games","","39.1510669","-76.6155715","osm","OSM way/1228282640"
"Twilite Zone Comics","18 Crain Highway North","Glen Burnie","MD","US","21061","+1-410-766-0480","intl-segmenter@11.7.10; core-js-bundle@3.2.1; focus-within-polyfill@5.0.9","","","https://www.twilitezonecomics.net/","","","","","Comics","","39.164627","-76.625359","osm","OSM node/3798858836"
"Horizon Gifts & Board Games","60 West Market Street","Harrisonburg","MD","US","22801","+1 540-607-2075","tourism@harrisonburgva.gov","https://www.facebook.com/tr","https://www.instagram.com/visitharrisonburgva","https://visitharrisonburgva.com/places/horizon-gifts-board-games/","","","","","Games","Tu 12:00-18:00; We-Th 12:00-17:00; Fr 12:00-21:00; Sa 12:00-19:00, Su-Mo off","38.4497285","-78.8701958","osm","OSM node/9190337541"
"RallyPoint Games","8132 Old Leonardtown Road","Hughesville","MD","US","20637","+1 240-435-4263","info@games.rallypointsomd.com","","","https://games.rallypointsomd.com/","","","","","Games","Mo-Th 15:00-20:00; Fr 12:00-20:00; Sa 10:00-20:00; Su 12:00-18:00","38.5400636","-76.7876651","osm","OSM node/12754708336"
"Captain Chuck's Comics","516 Philadelphia Road","Joppa","MD","US","21085","+1-410-574-1496","chuck@chuckscomics.com","https://www.facebook.com/chuckscomics","","https://www.chuckscomics.com/","","","","","Comics","Mo-Tu off; We-Sa 12:00-18:00; Su 12:00-17:00; PH off","39.4337904","-76.3588518","osm","OSM node/7243866850"
"Player 1 Services","4000 Howard Avenue","Kensington","MD","US","20895","+1 202 599 5351","playeroneservices@gmail.com","http://www.facebook.com/2008","","https://www.playeroneservices.com/","","","","","Pokemon","Mo-Th 15:00-20:00; Fr,Sa 15:00-22:00","39.029423","-77.0785494","osm","OSM node/7367801278"
"Hobby Works","354 Domer Avenue","Laurel","MD","US","20707","+1-301-725-0383","help@hobbyworks.com","https://www.facebook.com/hobbyworks","https://www.instagram.com/hobby.works","https://www.hobbyworks.com/","","","","","Hobby","","39.0958074","-76.8558052","osm","OSM node/10249843111"
"Titan Games & Hobbies","1924 Greenspring Drive, Suite C","Lutherville","MD","US","21093","+1-410-453-0300","","","","https://titangamesandhobbies.com/","","","","","Hobby","","39.4311112","-76.6302229","osm","OSM node/10719534832"
"HALL OF FAME CARDS INC.","11325 SEVEN LOCKS RD","POTOMAC","MD","US","20854","(301) 299-9201","hofcards@aol.com","https://www.facebook.com/HallOfFameCards","","https://www.facebook.com/HallOfFameCards","","","","","TCG","","","","directory_list",""
"The Dragon's Hoard","17 East Johnson Street","Staunton","MD","US","24401","+1 540-885-5530","harry@thedragonshoard.com","https://www.facebook.com/TheDragonsHoardStaunton","","http://www.thedragonshoard.com/","","","","","Games","Mo-Th 12:00-21:00; Fr-Sa 12:00-24:00; Su 12:00-19:00","38.1486451","-79.0717642","osm","OSM node/2493869092"
"Laughing Coffin - Hobby Shop & Social Club","115 East Baltimore Street","Taneytown","MD","US","21787-2109","+1-570-404-1985","","","","https://www.lcgpc.com","","","","https://laughingcoffin.tcgplayerpro.com","Hobby","Mo-Fr 15:00-21:00; Sa-Su 10:00-21:00","39.6580656","-77.1742576","osm","OSM node/13585561053"
"Blick Art Materials","1250 I Street Northwest","Washington","MD","US","20005","+1 202-898-0555","","","","https://www.dickblick.com/stores/district-of-columbia/washington/","","","","","Hobby","Mo-Sa 10:00-18:00; Su 12:00-17:00","38.900873","-77.029315","osm","OSM node/2316445819"
"Valley Cards","901 West Broad Street, Suite J2","Waynesboro","MD","US","22980","+1-540-255-0396","yourway@visitwaynesboro.com","https://www.facebook.com/tr","https://www.instagram.com/visitwaynesboro","https://www.visitwaynesboro.com/venues/valley-cards/","","","","","Collectibles","We-Th 12:00-19:00; Fr 12:00-20:00; Sa 09:00-18:00","38.0715569","-78.8927243","osm","OSM node/13424296756"
"Maine","14 Millett Dr #4 Auburn","Bangor","ME","US","","207-784-6556","","","","http://www.hobbyshopguideusa.com/mainehobbyshops.htm","","","","","Cards","","","","ddg_pass2",""
"All About Games","76;78 Main Street","Belfast","ME","US","04915","+1-207-338-9984","","","","https://allaboutgamesmaine.com/","","","","","Games","Mo-Sa 10:00-17:00","44.4263362","-69.0062299","osm","OSM way/638622989"
"J&R Cards","42 Cushing Street","Brunswick","ME","US","04011","(207) 607-3643","","https://www.facebook.com/JandRCards","","http://www.facebook.com/JandRCards","","","","","TCG","","","","directory_list",""
"Top-Side Gaming","307 Water Street","Gardiner","ME","US","04345","+1-207-588-7587","topsidegaming@yahoo.com; info@gardinermainstreet.org","https://www.facebook.com/GardinerMainStreet","https://www.instagram.com/tpsdgaming","https://gardinermainstreet.org/listing/top-side-gaming/","","","","","Games","Mo-Su 10:00-21:00","44.2299197","-69.7735647","osm","OSM way/1459836279"
"Cardtastic Collectibles and More, LLC","240 Main Street, Suite 4A","Old Town","ME","US","04468","+1 207-991-2670","leaflet@1.9.4","","","https://www.lgsfinder.org/maine/old-town/cardtastic-collectibles-and-more-llc-old-town","","","","","Collectibles","Sa-Su 12:00-16:00","44.9363739","-68.6464144","osm","OSM node/12994595137"
"Diversions Puzzle and Games","123 Congress Street","Portsmouth","ME","US","","+1-603-766-6220","","https://www.facebook.com/DiversionsGames","https://www.instagram.com/diversionsgames","https://diversionsgames.com/","","","","","Games","","43.0761436","-70.7600524","osm","OSM node/11778894159"
"Diversions Puzzles and Games","415 Philbrook Ave","South Portland","ME","US","04106","+1-207-773-0300","","https://www.facebook.com/DiversionsGames","https://www.instagram.com/diversionsgames","https://diversionsgames.com/","","","","","Games","Mo-Sa 09:00-20:00; Su 10:00-18:00","43.6340544","-70.3290237","osm","OSM node/4959914588"
"Collective Effort Gaming","2670 US 23 South","Alpena","MI","US","49707","+1-989-340-1680","","","","https://discord.com/invite/7MV5sDgTwN","","","","","Games","","45.0349734","-83.4663039","osm","OSM way/1447476669"
"Perfect Storm Comics & Games","669 Capital Avenue Southwest","Battle Creek","MI","US","49015","+1-269-963-3773","info@perfectstormmtg.net","https://www.facebook.com/PerfectStormComicsGames","","https://perfectstormmtg.tcgplayerpro.com/","","","","","MTG,Comics,TCG,Hobby","Su-Tu 11:00-18:00, We-Sa 11:00-22:00","42.3035391","-85.1992849","osm","OSM node/12637235213"
"THE STADIUM","3980 E WILDER RD, THE STADIUM","BAY CITY","MI","US","48706","(989) 667-0450","","https://www.facebook.com/fabtcg","https://www.instagram.com/fabtcg","https://fabtcg.com/locator/the-stadium/","","","","","Cards","","","","directory_list",""
"LEWTON'S SPORTS CARDS & COLLECTIBLES","18 S. MAIN STREET","CLAWSON","MI","US","48017","(248) 291-6265","jlew07@yahoo.com","https://www.facebook.com/Lewtonscards","https://www.instagram.com/sports_card_portal","https://www.sportscardportal.com/lewtons-sports-cards-collectibles-in-clawson-mi.html","","","","","Sports,TCG,Collectibles","","","","directory_list",""
"Noble Knight Games","2835 Commerce Park Drive","Fitchburg","MI","US","53719","+1-608-758-9901","contact@nobleknight.com","https://www.facebook.com/nobleknightgames","https://www.instagram.com/nobleknightgames","https://www.nobleknight.com/","","","","","Games","Mo-Fr 09:00-17:00; Sa 09:00-12:00","43.0086173","-89.4694519","osm","OSM way/701158168"
"L.T.'s Hobbies & Games","4205 Miller Rd Suite C14Flint","Flint","MI","US","","810-820-3783","customerservice@lthobbies.com; tilt.js@1.2.1","https://www.facebook.com/channelfireball","","https://www.lthobbies.com/","","","","","Games","","","","ddg_pass2",""
"Mecca Sportscards","6719 Middlebelt Road","Garden City","MI","US","","+1-951-323-6001","info@x44.dbb.myftpupload.com","","https://www.instagram.com/themeccaofsportscards","https://themeccaofsportscards.com/","","","","","Sports","Mo - Sa 11:00-18:00","42.3357111","-83.3318703","osm","OSM node/9325521695"
"Pandemonium Games & Hobbies","6033 Middlebelt Road","Garden City","MI","US","48135","+1-734-427-2451","managers@pandogames.com; pandemonium@pandogames.com","https://www.facebook.com/PandoGames","","https://pandogames.com/","","","","","Games","Su 11:00-19:00; Mo-We 11:00-21:00; Th 11:00-22:00; Fr 11:00-23:00; Sa 11:00-22:00","42.3294851","-83.331862","osm","OSM way/315148064"
"Geniehobbies","137 West Main Street","Gaylord","MI","US","49735","+1-989-255-3638","","","","http://www.geniehobbies.com/","","","","","Hobby","Mo-Sa 11:00-19:00; Su 11:00-17:00","45.0271326","-84.6753225","osm","OSM way/1310878525"
"ChampsSportsin 3175 28th St. SE.GrandRapids,Michigan","3175 28th St","Grand Rapids","MI","US","","(616) 957-9289","","https://www.facebook.com/champssports","https://www.instagram.com/champssports","https://stores.champssports.com/mi/grandrapids/3175-28th-st.-se.-15091.html","","","","","Sports","","","","ddg_targeted",""
"Legends Fan Shop","3661 28TH ST SE","GRAND RAPIDS","MI","US","49512","(1616) 940-1676","customerservice@lbcsports.com","https://www.facebook.com/tr","","www.legendsfanshop.com","","","","","Sports,Games","","","","directory_list",""
"Fast & Fun Toy and Hobby","2785 South Oneida Street","Green Bay","MI","US","54304","+1-920-490-9996","info@fastandfuntoyandhobby.com; abuse@company.site","https://www.facebook.com/FastandFunToyandHobby","https://www.instagram.com/fastandfuntoyandhobby","https://fastandfuntoyandhobby.com","","","","","Hobby","Mo-Fr 10:00-20:00; Sa 10:00-18:00; Su 12:00-17:00","44.4728898","-88.072947","osm","OSM node/4755700404"
"Gnome Games Green Bay East","1683 East Mason Street","Green Bay","MI","US","54302","+1-920-965-1380","","https://www.facebook.com/GnomeGamesWorld","https://www.instagram.com/gnomegbe","https://gnomegames.com/locations/gnome-games-green-bay-east/","","","","https://gnomegames.tcgplayerpro.com","Games","","44.4944138","-87.9855695","osm","OSM node/13474648758"
"BREW TOWN TRADING CO","4285 South 76th Street","Greenfield","MI","US","53220","+1-414-604-1945","cassandra.mcshepard@tmj4.com; webstaff@tmj4.com; joy.amburgey@wlex.tv","https://www.facebook.com/tmj4","https://www.instagram.com/tmj4news","https://www.tmj4.com/news/milwaukee-tonight/brew-town-trading-co-draws-collectors-of-all-ages","","","","","Sports","Mo-Tu 10:00-18:00; We-Fr 10:00-20:00; Sa 11:00-16:00; Su 12:00-16:00","42.9667249","-88.008573","osm","OSM node/11992102715"
"MY EXTRA CARDS","181 W MAIN STREET","HARRISON","MI","US","48625","(989) 429-0273","info@myextracards.com","https://www.facebook.com/MyExtraCardsStore","","https://myextracards.com/","","","","","TCG","","","","directory_list",""
"ACE SPORTS & TRADING CARDS","573 E 8TH ST","HOLLAND","MI","US","49423","(616) 298-7780","acesportscardsholland@gmail.com","","","www.acesportscards.com","","","https://www.ebay.com/sch/acesportscardsholland","","Sports,TCG","","","","directory_list",""
"Black Ice Comics","503 Shelden Avenue","Houghton","MI","US","49931","+1 906 523 7500","intl-segmenter@11.7.10; core-js-bundle@3.2.1; focus-within-polyfill@5.0.9","http://www.facebook.com/blackicecomicshop","https://www.instagram.com/blackicecomics","https://www.blackicecomics.com/","","","","","Comics","","47.1217741","-88.5679371","osm","OSM node/602692868"
"FANFARE","4308 S WESTNEDGE AVE","KALAMAZOO","MI","US","49008","(269) 349-8866","","https://www.facebook.com/fanfare.store","https://www.instagram.com/fanfare_kzoo","https://fanfareland.com/","","","","","Cards","","","","directory_list",""
"Dungeon Hobby Shop Museum","723 Williams Street","Lake Geneva","MI","US","53147","+1-262-203-5975","","https://www.facebook.com/tr","","https://tsrmuseum.com","","","","","Hobby","Th-Su 12:00-15:00","42.5986498","-88.4356056","osm","OSM node/12150853446"
"Emerald Cards & Games","1555 Talbot Road","LaSalle","MI","US","N9H2N2","+1-519-969-0707","","","","https://scrypoint.com/stores/emerald-cards-and-games","","","","","Games","","42.2395099","-83.0149767","osm","OSM node/13345180163"
"RIW Hobbies & Games","29571 5 Mile Road","Livonia","MI","US","48154","+1-734-261-7233","riwhobbies@gmail.com","https://www.facebook.com/events","","https://riwhobbies.com/","","","https://www.ebay.com/usr/riwhobbies","","Games","Tu-Th 12:00-21:00; Fr-Sa 11:00-21:00; Su 12:00-18:00","42.397175","-83.336473","osm","OSM node/3210110244"
"UP NORTH COLLECTORS SPORTS CARDS & MORE","339 RIVER ST","MANISTEE","MI","US","49660","(231) 655-9538","","https://www.facebook.com/UpNorthCollectors1","https://www.instagram.com/up_north_collectors","WWW.UPNORTHCOLLECTORS.COM","","","https://www.ebay.com/str/upnorthcollectorsluke","","Sports,TCG","","","","directory_list",""
"Nor Comm Games","1307 Main Street","Merrill","MI","US","54452-2625","+1-715-965-7510","ncommarmory@gmail.com","https://www.facebook.com/tr","","https://www.norcommgames.com","","","https://www.ebay.com/str/norcommminis","https://northcommarmory.tcgplayerpro.com","Games","We-Th 12:00-20:00; Fr-Sa 12:00-22:00; Su 12:00-16:00","45.1806549","-89.6812496","osm","OSM node/13414175013"
"Modern Explorers Guild","4011 Jefferson Avenue","Midland","MI","US","48640","+1 989 865 0505","support@meguild.com","https://www.facebook.com/tr","https://www.instagram.com/m3guild","https://www.meguild.com/","","","","","Games","","43.634329","-84.2272042","osm","OSM node/3335583104"
"Art Smart's Dart Mart & Juggling Emporium","1695 North Humboldt Avenue","Milwaukee","MI","US","53202","+1 414 273 3278","","","","http://www.jugglingsupplies.net/","","","","","Hobby","Mo-Fr 10:00-18:00; Sa 09:00-17:00; Su 11:00-17:00","43.0528528","-87.8982844","osm","OSM node/4353059412"
"Azathoth's Emporium","8573 Huber Lane","Minocqua","MI","US","54548-9309","+1-715-600-8933","","https://www.facebook.com/100092503086224","https://www.instagram.com/aze_tcg","https://azathothsemporium.com/","","","","","TCG","Sa-Mo 11:00-16:00","45.8791192","-89.702241","osm","OSM node/13528961654"
"Cosmic Collectibles","919 8th Street","Monroe","MI","US","53566","+16082141794","cosmiccollectiblesandcreations@gmail.com","https://www.facebook.com/cosmicollectibles","","https://m.facebook.com/102101989159971/","","","","","Games","Mo-Su 12:00-20:00","42.6038593","-89.6475938","osm","OSM way/1059691649"
"THE SPORTS CARD SHOP AT MOCO","18853 US HWY 12","NEW BUFFALO","MI","US","49117","(269) 231-0082","info@thesportscardshop.com","https://www.facebook.com/TheSportsCardShop","https://www.instagram.com/_sportscardshop","https://www.thesportscardshop.com/","","","","","Sports,TCG","","","","directory_list",""
"The Sanctum Tabletop Gaming Emporium","4615 Washington Avenue","Racine","MI","US","53405","+1 262 664 4025","info@thesanctum.games","http://www.facebook.com/2008","","https://www.thesanctum.games/","","","","","Games","Mo 15:00-22:00; Tu-Fr 12:00-22:00; Sa 11:00-22:00; Su 11:00-18:00","42.7183472","-87.8353698","osm","OSM way/398445053"
"All Tapped Out Games","69303 North Main Street","Richmond","MI","US","48062-1144","+1-586-623-7097","lodash@4.17.21; in-view@0.6.1","https://www.facebook.com/Loc8NearMe","","https://www.loc8nearme.com/michigan/richmond/all-tapped-out-games/7858053/","","","","","Games","Fr 12:00-22:00; Sa 12:00-20:00; Su 12:00-18:00","42.8114281","-82.7577144","osm","OSM node/13469480473"
"ROCHESTER SPORTS CARDS & MEMORABILIA","407 S MAIN ST","ROCHESTER","MI","US","48307","(248) 923-2424","rochestersportscardsmi@gmail.com","https://www.facebook.com/rochestersportsandgamingcards","","http://facebook.com/rochestersportsandgamingcards","","","","","Sports,TCG,Collectibles","","","","directory_list",""
"The Mana Vault","3807 South Packard Avenue","Saint Francis","MI","US","53235","+1-414-763-9111","info@themanavault.com","https://www.facebook.com/p","","https://themanavault.com/","","","","https://thevaultmke.tcgplayerpro.com","Games","Mo off; Tu-Th 16:00-23:00; Fr 16:00-24:00; Sa 14:00-24:00; Su 14:00-24:00","42.9752103","-87.8605657","osm","OSM node/11927393317"
"R U Game","1345 East Michigan Avenue","Saline","MI","US","","+17343162045","","https://www.facebook.com/YourFLGS","https://www.instagram.com/your_flgs","https://rugameonline.myshopify.com/","","","","https://rugame.tcgplayerpro.com","Games","","42.1784873","-83.758839","osm","OSM node/11110268841"
"Vintage Games 'N Junque","165 Queen Street East","Sault Ste. Marie","MI","US","P6A 1Y6","+1-705-450-6969","info@vgnj.ca","https://www.facebook.com/vintagegamesnjunque","https://www.instagram.com/vintagegamesnjunque","https://www.vgnj.ca/;https://www.facebook.com/vintagegamesnjunque","","","","","Games","Mo-Su 11:00-18:00","46.5152876","-84.3387219","osm","OSM way/1165305194"
"HIDDEN GEMS CARD SHOP","46882 DEQUINDRE RD","SHELBY TOWNSHIP","MI","US","48317","(586) 563-3339","","https://www.facebook.com/profile.php","https://www.instagram.com/hiddengemscards","https://hiddengemscardshop.com/","","","https://www.ebay.com/usr/hiddengemscardshop","","TCG","","","","directory_list",""
"Military Connection Collectibles","723 Milwaukee Avenue","South Milwaukee","MI","US","53172","+14145220033","","https://www.facebook.com/groups","","https://militaryconnectionstore.com/","","","","","Collectibles","","42.9101937","-87.856327","osm","OSM node/11931365580"
"Pink Bunny Games","1204 Minnesota Avenue","South Milwaukee","MI","US","53172-2026","+1-414-304-5305","uf0p6s5aa1m5ca7bmg6pmkigq8@group.calendar.google.com","https://www.facebook.com/pages","","https://www.pinkbunnygames.com","","","","","Games","Mo-Su 12:00-20:00","42.9127149","-87.8649445","osm","OSM node/10724313673"
"GRAND SLAM SPORTS","3955 17 MILE RD","STERLING HEIGHTS","MI","US","48310","(586) 795-4480","","https://www.facebook.com/GSSsportscards","","https://www.facebook.com/GSSsportscards","","","","","Sports","","","","directory_list",""
"Jawbreakers Cards","7770 AUBURN ROAD","UTICA","MI","US","48317","(586) 799-7222","","","","https://jawbreakers.cards/","","","","","TCG","","42.6258634","-83.0336849","directory_list","OSM way/1017681142"
"Valhalla Hobby","535 Half Mile Road, Suite 5B","Verona","MI","US","53593","+1-608-597-6413","shop@comicsgamesandthings.com","https://www.facebook.com/ValhallaVerona","","https://valhallahobby.com/","","","","","Hobby","Mo-We-Fr 13:00-19:00, Sa-Su 11:00-19:00","42.9867441","-89.5460081","osm","OSM node/12046582786"
"Joe Joe's Collectables","64 Broadway Avenue","Wawa","MI","US","P0S 1K0","+1-705-856-0288","","https://www.facebook.com/JoesCollectablesGarage","https://www.instagram.com/collectiblesjoes","https://www.bestprosintown.com/on/wawa/joe-joes-collectables-/","","","","","Collectibles","","47.9946605","-84.7711728","osm","OSM node/9453658739"
"Vault 302 Comics & Colllectables","West Houghton Avenue","West Branch","MI","US","48661","+1-989-701-2609","","https://www.facebook.com/DunBradstreet","","https://www.dnb.com/business-directory/company-profiles.vault_302_comics__collectibles.e2acfd9cf430dc31c6bd012bb89c9500.html","","","","","Comics","","44.2761174","-84.2388169","osm","OSM node/11411033703"
"West Branch Antiques & Comics","2990 Cook Road, Suite Suite 103","West Branch","MI","US","48661","+1-989-726-5015","lodash@4.17.21; in-view@0.6.1","https://www.facebook.com/Loc8NearMe","","https://www.loc8nearme.com/michigan/west-branch/vault-302-comics-and-collectibles/3242883/","","","","","Comics","Mo-Sa 10:00-19:00; Su 11:00-18:00","44.248572","-84.2271591","osm","OSM node/11422989579"
"ALL STAR SPORTS","5316 CLYDE PARK AVE SW STE H","WYOMING","MI","US","49509","(616) 247-1330","","https://www.facebook.com/tr","https://www.instagram.com/allstarsportsgr","www.allstarsportsgr.com","","","","https://allstargr.tcgplayerpro.com","Sports","","","","directory_list",""
"Stadium Cards & Comics","2061 GOLFSIDE RD","YPSILANTI","MI","US","48197","(734) 434-0283","stadiumcc@gmail.com","http://www.facebook.com/stadiumcc","https://www.instagram.com/stadiumcardsandcomics","https://stadiumcc.com/","","","https://www.ebay.com/str/medward123","","Comics,TCG","Mo,Tu,Sa 11:00-18:00; We-Fr 11:00-19:00; Su 11:00-16:00","42.258617","-83.6606093","directory_list","OSM node/13246508512"
"THREE STARS SPORTSCARDS (BLOOMINGTON)","8806 LYNDALE AVE. S.","BLOOMINGTON","MN","US","55420","(952) 513-7166","orders@threestarssportscards.com","https://www.facebook.com/ThreeStarsSportscards","","www.threestarssportscards.com","","","","","Sports,TCG","","","","directory_list",""
"Brost's Aquarium and Hobby","323 Main Avenue","Brookings","MN","US","57006","+16056927341","","https://www.facebook.com/BrostsHolistic","","https://www.brosts.com/","","","","","Hobby","","44.3088225","-96.7988755","osm","OSM node/13184322226"
"Mind's Eye Comics","200 East Travelers Trail, Suite Suite 105","Burnsville","MN","US","55337","+1-952-492-9350","","https://www.facebook.com/mindseyecomics","https://www.instagram.com/mindseyecomicsmn","https://mindseyecomics.com/","","","","","Comics","Mo-Sa 11:00-19:00; Su 11:00-18:00","44.7758244","-93.2742396","osm","OSM node/7838417112"
"REAL SPORTSCARDS","12233 CHAMPLIN DRIVE","CHAMPLIN","MN","US","55316","(763) 432-5869","orders@realsportscards.com; %20psa@realsportscards.com; jared@realsportscards.com","https://www.facebook.com/realsportscardsmn","","www.realsportscards.com","","","","","Sports,TCG","","","","directory_list",""
"Duluth Trading Company","2024 300 East Superior StreetDuluth","Duluth","MN","US","","(218) 481-7580","","https://facebook.com/DuluthTradingCompany","https://instagram.com/duluthtradingcompany","https://www.keepupcards.com/shop/duluth-trading-company-duluth-mn","","","","","TCG","","","","ddg_targeted",""
"Collector's Connection","2220 MOUNTAIN SHADOW DRIVE, VILLAGE SQUARE MALL","DULUTH","MN","US","55811","(218) 726-1360","collconn@gmail.com","https://www.facebook.com/CollectorsConnectionDuluth","https://www.instagram.com/collectorsconnectiontwinports","www.CollectorsConnectionDuluth.com","","","","","Cards","Mo-Th 11:00-20:00; Fr 10:00-21:00; Sa 10:00-20:00; Su 11:00-18:00","46.804574","-92.1602556","directory_list","OSM node/13530108149"
"TRIPLE DIAMOND SPORTS CARDS AND COLLECTIBLES","2147 CLIFF ROAD","EAGAN","MN","US","55122","(651) 340-9872","chris@vananda.com","","","https://www.cardsota.com/news/card-shop-tour-triple-diamond-sports-cards-collectibles-eagan/","","","","","Sports,TCG,Collectibles","","","","directory_list",""
"CARDBOARD VAULT","121 CENTRAL AVE N","FARIBAULT","MN","US","55021","(507) 323-8214","sales@cardboardvault.cards; abuse@company.site","https://www.facebook.com/cardboardvaultcards","https://www.instagram.com/cardboardvaultcards","www.cardboardvault.cards","","","","https://cardboardvault.tcgplayerpro.com","TCG","","","","directory_list",""
"Nerdin Out","9079 Buchanan Trail","Inver Grove Heights","MN","US","55076","+1-651-457-5662","sales@nerdinout.com","https://www.facebook.com/NerdinOut","https://www.instagram.com/nerdinout_com","https://www.nerdinout.com/","","","https://www.ebay.com/str/nerdinout","","Games","","44.8180829","-93.0423133","osm","OSM node/9972959130"
"Hot Comics & Collectibles","224 Broadway Street South","Jordan","MN","US","55352","+19524927870","","","","http://www.hotcomicsandcollectibles.com","","","","","Comics","","44.6656874","-93.6263274","osm","OSM way/1229986222"
"Dumpster Cat Games","4357 Minnehaha Avenue","Minneapolis","MN","US","55406","+1-612-666-4334","dumpstercatgames@gmail.com","https://www.facebook.com/DumpsterCatGames","","https://www.dumpstercatgames.com/","","","","","Collectibles","","44.9235396","-93.2165686","osm","OSM node/8857878519"
"Tower Games","3920 Nicollet Avenue South","Minneapolis","MN","US","55409","+1 612 823 4477","towergames@gmail.com","https://www.facebook.com/towergamesmn","https://www.instagram.com/towergamesmn","https://www.towergamesmn.com/","","","","https://towergames.tcgplayerpro.com","Games","Mo-Sa 10:00-21:00; Su 11:00-18:00","44.9316525","-93.2781782","osm","OSM node/3797613853"
"Adventure Loot Games","2365 Commerce Boulevard","Mound","MN","US","55364","+1 612 876 7789","","","","https://adventurelootgames.com/","","","","","Games","","44.9359445","-93.6566655","osm","OSM node/9434064439"
"Winner's Corner","1594 Hastings Avenue","Newport","MN","US","55055","+1-651-788-7611","","http://www.facebook.com/2008","","https://www.winnerscornergames.com/","","","","","Games","Mo-Su 11:00-18:00","44.8731194","-92.9991456","osm","OSM way/976791068"
"Northwood Power Equipment & Sport","7320 Stillwater Boulevard North","Oakdale","MN","US","55128","+1-651-777-0606","","","","https://www.northwoodpowerequip.com/","","","","","Sports","Mo-Fr 08:00-17:00, Sa 08:00-12:00","44.9892699","-92.9580477","osm","OSM node/6632501168"
"The Boardwalk","105 North Main Street","Rice Lake","MN","US","54868","+1-715-719-0292","","","","https://rosevettleson.wordpress.com/2024/08/28/mn-state-park-adventure-42/","","","","","Games","Mo-Th 12:00-19:00, Fr 12:00-21:00, Sa 11:00-17:00","45.5027931","-91.7332129","osm","OSM node/10673921440"
