shop_name,address,country,website,phone
SOUTHWEST CARD WORLD,"4438 STATE HIGHWAY 6 SOUTH SUITE 503, COLLEGE STATION, TX 77845, USA, Spilforsyningen",USA,Www.swcardworld.com,(979) 485-9506
SPORT SPOT INC,"1015 E COLISEUM BLVD, SPORT SPOT, FORT WAYNE, IN 46805, USA, Sportspotinc.com",USA,,(260) 482-5877
SPORTS CARD CORNER,"1948 STAE ROUTE 940, FREELAND, PA 18224, USA",USA,,(570) 578-9607
SPORTS CARD JUNCTION LLC,"9011 PERRY HWY, PITTSBURGH, PA 15237, USA, sportscardjunction.com, Sports Cards Direct, Unit 315, Faraday Road, Cattedown, Plymouth, PL4 OST",USA,https://www.sportscardsdirect.co.uk,(412) 364-6448
SPORTS CARDS PLUS,"2251 LOCKHILL-SELMA RD., SAN ANTONIO, TX 78230, USA",USA,www.SportsCardsPlusSA.com,(210) 524-2337
SPORTS COLLECTIBLES,"1278 W. MAIN ST, SYLVA, NC 28779, USA",USA,,(828) 586-8610
SPORTS CONNECTION,"38 W. OAKLAND AVE, DOYLESTOWN, PA 18901, USA",USA,www.sportsconnectionpa.com,(215) 693-2206
SPORTS EMPIRE,"201 E. MAGNOLIA BLVD SUITE 393, BURBANK, CA 91502, USA",USA,,(818) 433-7283
SPORTS EMPIRE,"24201 VALENCIA BLVD SUITE 2014, VALENCIA, CA 91355, USA",USA,,(661) 255-5890
SPORTS KINGS,"10 E MCCLAIN AVE., SCOTTSBURG, IN 47170, USA, Sportskingshobby.com",USA,,(812) 304-4918
SPORTS SOURCE 2,"11841 VENTURA BLVD, STUDIO CITY, CA 91604, USA",USA,https://sports-source-2.square.site/,(818) 980-4155
SPORTS TREASURES,"4819 N. BROADWAY, KNOXVILLE, TN 37918, USA, eddiessportstreasures.com",USA,,(865) 688-2273
SPORTS ZONE TOYS & COMICS,"359 MARKET ST, SUNBURY, PA 17801, USA, sportszonetoyscomics.com",USA,,(570) 898-5205
SPORTSAMERICA SPORTS CARDS,"6 STATE ROAD SUITE 101, MECHANICSBURG, PA 17050, USA",USA,www.sportsamericasportscards.com,(717) 795-4837
SPORTSCARD PLAYGROUND,"299 W. COUNTY LINE RD, HATBORO, PA 19040, USA",USA,www.sportscardplayground.com,(215) 675-6644
SPORTSCARDS - LOUISIANA,"3330 N. MARKET ST. STE. C, SHREVEPORT, LA 71107, USA",USA,https://www.facebook.com/sportscardsla,(318) 671-4991
SPORTSCARDS ETC,"5629B STEUBENVILLE PIKE, MC KEES ROCKS, PA 15136, USA, scepgh.com",USA,,(412) 787-3235
STADIUM CARDS AND COMICS,"2061 GOLFSIDE RD, YPSILANTI, MI 48197, USA, Stadiumcc.com",USA,,(734) 434-0283
STAGG'S INC.,"428 W. HARRISON ST., KENT, WA 98032, USA",USA,,(253) 854-6340
STEEL CITY COLLECTIBLES,"1931 LINCOLN WAY, WHITE OAK, PA 15131, USA",USA,https://www.steelcitycollectibles.com/retail-locations,(412) 872-5504
STEVENS CREEK SPORTS CARDS,"3220 STEVENS CREEK BLVD. #D, SAN JOSE, CA 95117, USA, Stevenscreeksportscards.com",USA,,(408) 243-1120
STODY LLC DBA/ SCG HOBBY - LATROBE,"1025 LATROBE 30 SHOPPES, LATROBE, PA 15650, USA, scghobby.com",USA,,(724) 879-4648
STRIKE ZONE,"6807 S FEDERAL HWY, PORT ST LUCIE, FL 34952, USA",USA,,(772) 464-5137
SUPER SPORTS CARDS AND MORE,"2700 NE ANDRESEN RD STE A3, VANCOUVER, WA 98661, USA, SuperCollectors",USA,https://www.supersportscards.net/,(360) 859-3078
TCI SPORTS FAN,"3962 LINDEN AVE, DAYTON, OH 45432, USA",USA,,(397) 254-8551
TEAMMATES SPORTS CARDS,"4705 MANZANITA AVE, CARMICHAEL, CA 95608, USA",USA,,(916) 488-2303
TEAMMATES SPORTS CARDS AND COLLECTIBLES,"2900 STANDIFORD AVE, SUITE 12A, MODESTO, CA 95350, USA, https:ww.facebook.com/teammatesmodesto",USA,,(209) 238-9660
TEXAS ROADSHOW SHOP,"1836 CANNON DRIVE, SUITE 300, MANSFIELD, TX 76063, USA, roadshowcards.com",USA,,(682) 400-8017
TEXAS SPORTS CARDS AND MEMORABILIA,"308 E FM 1830 #13B, ARGYLE, TX 76226, USA",USA,https://texassportscardsandmemorabilia.com/,(940) 241-3373
THE ADVENTURE STADIUM,"525 WOODLAND SQUARE BLVD SUITE 130, CONROE, TX 77382, USA, The Art of Cardz",USA,www.theadventurebeginstx.com,(936) 273-3230
THE ART OF SPORTS,"5029 WEST 117TH ST, LEAWOOD, KS 66211, USA",USA,,(913) 499-6910
THE AWESOME CARD SHOP,"8125 WEST SAHARA AVE #160, LAS VEGAS, NV 89117, USA",USA,www.theawesomecardshop.com,(702) 478-4050
THE BASEBALL CARD KING #1,"16200 S LINCOLN HWY, PLAINFIELD, IL 60586, USA, SHOPBCK.com",USA,,(815) 609-7777
THE BASEBALL CARD KING #2,"5205 W 95TH ST, OAK LAWN, IL 60453, USA, SHOPBCK.com",USA,,(815) 609-7777
THE BASEBALL CARD KING #3,"1542 OGDEN AVE, DOWNERS GROVE, IL 60516, USA, SHOPBCK.com",USA,,(815) 609-7777
THE BASEBALL CARD SHOP,"1891 E. STATE, HERMITAGE, PA 16148, USA",USA,www.baseballcardshop.net,(724) 981-4443
THE BASEBALL CARD STORE LLC,"9637 W 87TH ST, OVERLAND PARK, KS 66212, USA",USA,https://www.facebook.com/people/The-Baseball-Card-Store/100042986097112/,(913) 962-1924
"THE BASEBALL CARD STORE,INC.","45 PROSPECT STREET, MIDLAND PARK, NJ 07432, USA",USA,www.baseballcardstorenj.com,(201) 445-9007
THE CARD BAR,"6071 N FIGARDEN DR, FRESNO, CA 93722, USA",USA,www.bulldogsportscards.com,(559) 304-7757
THE CARD CAPITAL,"900 HADDON AVE, SUITE 102, COLLINGSWOOD, NJ 08108, USA",USA,www.TheCardCapital.com,(856) 600-2504
THE CARD CELLAR,"915 CAROLINE ST, FREDERICKSBURG, VA 22401, USA, thecardcellar.net, The Card Corner",USA,,(540) 891-9549
THE DUGOUT,"2530 PARKWAY #28, PIGEON FORGE, TENNESSEE 37862, USA",USA,,(865) 429-3373
THE DUGOUT CARDS & GAMES LLC,"2647 NC HWY127 S, HICKORY, NC 28602, USA, Facebook.com/TheHickoryDugout",USA,,(828) 569-2227
THE FANZONE,"1605 1ST ST S, WILLMAR, MN 56201, USA, fanzonemn.com",USA,,(320) 222-9663
THE FANZONE,"314 4TH AVE NE, WAITE PARK, MN 56387, USA, fanzonemn.com",USA,,(320) 251-4143
THE HAWKE'S NEST SPORTS,"926 2ND AVE, WOODRUFF, WI 54568, USA",USA,http://www.hawkesnestsportscards.com,(715) 356-3123
The Hobby Den,"5432 E Indiana St, Evansville, IN USA",USA,,
THE IRON LION,"8003 N ACADEMY BLVD, COLORADO SPRINGS, CO 80920, USA",USA,www.ironlioncollectibles.com,(719) 424-7264
THE MEELYPOPS SHOP,"3700 NW 91ST STREET, STE. E-100, GAINESVILLE, FL 32606, USA",USA,www.meelypops.com,(352) 204-5573
THE MONSTER CARD SHOP,"18540 E SAN TAN BLVD, STE 112, QUEEN CREEK, AZ 85142, USA, themonstercardshop.com",USA,,(480) 404-0139
THE ROOKIE,"9992 SWANSON BLVD., CLIVE, IA 50325, USA",USA,www.therookiesportscards.com,(515) 255-4675
THE SANDLOT SPORTS,"567 ROOSEVELT ROAD, GLEN ELLYN, IL 60137, USA",USA,www.thesandlotsports.com,(630) 359-3289
THE SHOPPE,"3615 GALLEY RD., COLORADO SPRINGS, CO 80909, USA",USA,https://theshoppesportscards.com/,(719) 574-7040
THE SPORTS CARD SHOP AT MOCO,"18853 US HWY 12, NEW BUFFALO, MI 49117, USA, thesportscardshop.com",USA,,(269) 231-0082
THE SPORTS CARD ZONE,"852 SHARP DRIVE UNIT I, SHOREWOOD, IL 60404, USA",USA,WWW.THESPORTZCARDZONE.COM,(815) 280-5841
THE SPORTS CAVE,"2906 MORRISON AVE #3, BISMARCK, ND 58504, USA",USA,https://thesportscavellc.square.site/,(701) 751-0607
THE SPORTS SHAQ,"924 37TH AVE SW, MINOT, ND 58701, USA, thesportsshaq.com",USA,,(701) 838-0938
THE STADIUM,"3980 E WILDER RD, THE STADIUM, BAY CITY, MI 48706, USA, thestadiumbc.com",USA,,(989) 667-0450
THE STADIUM,"925 S. MAIN ST D-5, FRANKEMUTH, MI 48734, USA, thestadiumbc.com",USA,,(989) 667-0450
THE TRADING CARD CLUB,"745 N GILBERT RD SUITE 106, GILBERT, AZ 85234, USA",USA,www.thetradingcardclub.com,(480) 572-1900
THE VALLEY SPORTSCARDS & COLLECTIBLES,"105 S MAIN ST, HERKIMER, NY 13350, USA",USA,https://www.facebook.com/people/The-Valley-Sports-Cards-Collectibles/100057453068756/,(315) 985-9003
THREE J'S SPORTS CARDS,"2424 WEST BALL ROAD, SUITE F, ANAHEIM, CA 92804, USA",USA,https://www.team3j.com/,(714) 758-3803
THREE STARS SPORTSCARDS (BLOOMINGTON),"8806 LYNDALE AVE. S., BLOOMINGTON, MN 55420, USA",USA,www.threestarssportscards.com,(952) 513-7166
THREE STARS SPORTSCARDS (LITTLE CANADA),"2682 RICE ST., LITTLE CANADA, MN 55113, USA",Canada,www.threestarssportscards.com,(651) 633-6041
THROUGH THE DECADES,"1850 S HURSTBOURNE PKWY #108, LOUISVILLE, KY 40220, USA",USA,,(502) 554-7222
TIM'S SPORTS CARDS,"2649 DIESEL CT, NEW FRANKEN, WI 54229, USA",USA,,(920) 660-9510
TJT SPORTS,"919 N 7TH ST, LEBANON, PA 17046, USA, TJTSPORTS.com",USA,,(717) 450-4299
TNC SPORTS/TENNESSEE CARD,"2829 BARTLETT BLVD., BARTLETT, TN 38134, USA",USA,www.Tncsports.com,(901) 372-1408
Top Dog Comics,"4480 Columbia Rd Ste 3, Martinez, GA 30907, USA, TOPDOGCOMICS.COM",USA,,(706) 650-5737
TOP SHELF SPORTS CARDS,"359 S RANDALL RD, ELGIN, IL 60123, USA, topshelfsportscards.com",USA,,(847) 214-1637
TOYWIZ COLLECTIBLES,"347 WEST RT 59, NANUET, NY 10954, USA, Toywiz.com",USA,,(845) 624-2224
TRADER J'S CARDS & COMICS,"7293VILLAGE PARKWAY, DUBLIN, CA 94568, USA",USA,,(925) 828-6804
TRADING CARD MARKET,"14208 MANCHESTER RD, MANCHESTER, MO 63011, USA",USA,WWW.TRADINGCARDMARKET.COM,(314) 706-1404
TRIPLE CARDS AND COLLECTIBLES,"2452 K AVE, PLANO, TX 75074, USA",USA,https://www.facebook.com/groups/triplecards,(972) 509-5263
TRIPLE CROWN SPORTS CARDS,"7519 CAPITAL DRIVE, GERMANTOWN, TN 38138, USA",USA,www.triplecrownsportscards.com,(901) 757-4080
TRIPLE DIAMOND SPORTS CARDS AND COLLECTIBLES,"2147 CLIFF ROAD, EAGAN, MN 55122, USA, tdsbreaks.com",USA,,(651) 340-9872
TRIPLE PLAY SPORTS CARDS & MEMORABILIA,"399 S STATE ST #15, WESTERVILLE, OH 43081, USA, Tripleplaysportscards.net",USA,,(614) 899-7066
TRIPLE PLAY SPORTS CARDS INC.,"3816 S. WESTERN AVE, SIOUX FALLS, SD 57105, USA, tpsc.net",USA,,(605) 332-4815
ULTIMATE AUTHENTICS,"1621 WESTGATE ROAD, EAU CLAIRE, WI 54703, USA",USA,https://wwwfacebook.com/profile.php?id=100083406125548,(715) 938-7503
UNDERDOG COLLECTIBLES,"4452 WESTERN AVE, KNOXVILLE, TN 37921, USA",USA,www.udogcollect.com,(865) 219-3836
UNDERGROUND CASE BREAKS,"206 MAIN ST SUITE 1A, HOBART, IN 46342, USA, Underpaidcollectibles",USA,WWW.UNDERGROUNDCASEBREAKS.COM,(219) 940-9247
UNOPENEDPACKMAN SPORTSCARDS,"12755 S Mur Len Rd STE B7, OLATHE, KS 66062, USA",USA,https://www.facebook.com/Unopenedpackman,(913) 225-0232
UP NORTH COLLECTORS SPORTS CARDS & MORE,"339 RIVER ST, MANISTEE, MI 49660, USA",USA,WWW.UPNORTHCOLLECTORS.COM,(231) 655-9538
VALLEYWIDE SPORTS CARDS,"9015 E VIA LINDA #108, SCOTTSDALE, AZ 85258, USA",USA,www.vwsportscards.com,(480) 935-3734
VSM SPORTS CARD OUTLET,"1615 MANHEIM PIKE, LANCASTER, PA 17601, USA",USA,www.vsmsportscardoutlet.com,(717) 947-0189
WEBSTER SPORTSCARDS,"3215 E TULARE ST, FRESNO, CA 93702, USA",USA,,(559) 498-8494
WETHEHOBBY,"145 COLLEGE AVE, ROCHESTER, NY 14607, USA",USA,www.wethehobby.com,(585) 322-3815
WHATS ON SECOND SPORTSCARDS,"221 SECOND AVENUE, SAN MATEO, CA 94401, USA",USA,,(650) 344-8660
WHEELHOUSE CARDS,"106 E LANCASTER AVE, WAYNE, PA 19087, USA, wheelhousecards.com",USA,,(610) 314-0820
WHEELHOUSE CARDS,"1518 PAOLI PIKE, WEST CHESTER, PA 19380, USA, WHEELHOUSECARDS.COM",USA,,(610) 314-0820
WINCITY SPORTS CARDS,"150 SHOPPERS VILLAGE, WINCHESTER, KY 40391, USA",USA,,(859) 355-5598
WIRTH COLLECTING,"114 N. COLLEGE ST, WAXAHACHIE, TX 75165, USA",USA,,(240) 462-2903
WONDER WATER SPORTS CARDS COMICS & GAMES,"29113 US HIGHWAY 19 N, CLEARWATER, FL 33761, USA, wonderwater.beckett.com",USA,,(727) 799-4855
WORLD CHAMPION SPORTS CARDS,"8170 OKEECHOBEE BLVD - STE 3, WEST PALM BEACH, FL 33411, USA",USA,www.worldchampionsportscards.org,(561) 247-7139
WOW PA SPORTS CARDS,"5821 LINGLESTOWN ROAD SUITE 202, HARRISBURG, PA 17112, USA",USA,,(717) 545-0146
WOW SPORTS CARDS,"81 RT. 10 EAST, RANDOLPH, NJ 07869, USA, wowsportscardsusa.com",USA,,(973) 829-1516
YAREM ENTERPRISES,"321 SOUTH MAIN AVENUE, SCRANTON, PA 18504, USA",USA,,(570) 346-2707
YASTRZEMSKI SPORTS INC.,"75 MAIN STREET, COOPERSTOWN, NY 13326, USA, Yastrzemskisports.com",USA,,(607) 547-7150
ZOOTOWN SPORTS CARDS,"2100 STEPHENS AVE, SUITE 102, MISSOULA, MT 59801, USA, zootownsportscards.com",USA,,(406) 493-6665
